time,frametime,MsDeltaBetweenFrames,LoadMarker,TestMarker
23.0606166,14.4813,0.0969,0,0.1
23.0741324,13.5158,0.9655,0,0.1
23.0882511,14.1187,0.6029,0,0.1
23.1029867,14.7356,0.6169,0,0.1
23.1171501,14.1634,0.5722,0,0.1
23.1310806,13.9305,0.2329,0,0.1
23.14554,14.4594,0.5289,0,0.1
23.1596767,14.1367,0.3227,0,0.1
23.1736307,13.954,0.1827,0,0.1
23.187783,14.1523,0.1983,0,0.1
23.2016137,13.8307,0.3216,0,0.1
23.2158831,14.2694,0.4387,0,0.1
23.2298423,13.9592,0.3102,0,0.1
23.2436516,13.8093,0.1499,0,0.1
23.2574646,13.813,0.0037,0,0.1
23.2712786,13.814,0.001,0,0.1
23.2851765,13.8979,0.0839,0,0.1
23.2993667,14.1902,0.2923,0,0.1
23.3132189,13.8522,0.338,0,0.1
23.3268671,13.6482,0.204,0,0.1
23.3406712,13.8041,0.1559,0,0.1
23.3543202,13.649,0.1551,0,0.1
23.3680751,13.7549,0.1059,0,0.1
23.3819173,13.8422,0.0873,0,0.1
23.3956227,13.7054,0.1368,0,0.1
23.4094713,13.8486,0.1432,0,0.1
23.4228623,13.391,0.4576,0,0.1
23.4368111,13.9488,0.5578,0,0.1
23.4502843,13.4732,0.4756,0,0.1
23.4644083,14.124,0.6508,0,0.1
23.4781809,13.7726,0.3514,0,0.1
23.4923556,14.1747,0.4021,0,0.1
23.5055741,13.2185,0.9562,0,0.1
23.5194623,13.8882,0.6697,0,0.1
23.5331035,13.6412,0.247,0,0.1
23.5464488,13.3453,0.2959,0,0.1
23.5598981,13.4493,0.104,0,0.1
23.5734445,13.5464,0.0971,0,0.1
23.5871575,13.713,0.1666,0,0.1
23.6003283,13.1708,0.5422,0,0.1
23.6139265,13.5982,0.4274,0,0.1
23.62762,13.6935,0.0953,0,0.1
23.6407357,13.1157,0.5778,0,0.1
23.6546214,13.8857,0.77,0,0.1
23.6677314,13.11,0.7757,0,0.1
23.6810734,13.342,0.232,0,0.1
23.6945153,13.4419,0.0999,0,0.1
23.7083374,13.8221,0.3802,0,0.1
23.7217942,13.4568,0.3653,0,0.1
23.7353294,13.5352,0.0784,0,0.1
23.7486957,13.3663,0.1689,0,0.1
23.7621427,13.447,0.0807,0,0.1
23.7756114,13.4687,0.0217,0,0.1
23.7890562,13.4448,0.0239,0,0.1
23.8028973,13.8411,0.3963,0,0.1
23.8164465,13.5492,0.2919,0,0.1
23.8304435,13.997,0.4478,0,0.1
23.8435163,13.0728,0.9242,0,0.1
23.8569974,13.4811,0.4083,0,0.1
23.8706112,13.6138,0.1327,0,0.1
23.8851454,14.5342,0.9204,0,0.1
23.8971647,12.0193,2.5149,0,0.1
23.9106142,13.4495,1.4302,0,0.1
23.9240947,13.4805,0.031,0,0.1
23.9377199,13.6252,0.1447,0,0.1
23.9514012,13.6813,0.0561,0,0.1
23.9661235,14.7223,1.041,0,0.1
23.9780262,11.9027,2.8196,0,0.1
23.991638,13.6118,1.7091,0,0.1
24.0042636,12.6256,0.9862,0,0.1
24.017698,13.4344,0.8088,0,0.1
24.030874,13.176,0.2584,0,0.1
24.0441428,13.2688,0.0928,0,0.1
24.0577794,13.6366,0.3678,0,0.1
24.0709187,13.1393,0.4973,0,0.1
24.0859489,15.0302,1.8909,0,0.1
24.09796,12.0111,3.0191,0,0.1
24.111714,13.754,1.7429,0,0.1
24.124765,13.051,0.703,0,0.1
24.1385393,13.7743,0.7233,0,0.1
24.1520192,13.4799,0.2944,0,0.1
24.1655508,13.5316,0.0517,0,0.1
24.1785909,13.0401,0.4915,0,0.1
24.192533,13.9421,0.902,0,0.1
24.2059194,13.3864,0.5557,0,0.1
24.2194235,13.5041,0.1177,0,0.1
24.2328981,13.4746,0.0295,0,0.1
24.2460137,13.1156,0.359,0,0.1
24.2595523,13.5386,0.423,0,0.1
24.2725336,12.9813,0.5573,0,0.1
24.2862182,13.6846,0.7033,0,0.1
24.2990849,12.8667,0.8179,0,0.1
24.312298,13.2131,0.3464,0,0.1
24.3255197,13.2217,0.0086,0,0.1
24.3385698,13.0501,0.1716,0,0.1
24.3515031,12.9333,0.1168,0,0.1
24.3644447,12.9416,0.0083,0,0.1
24.3773907,12.946,0.0044,0,0.1
24.390456,13.0653,0.1193,0,0.1
24.4038755,13.4195,0.3542,0,0.1
24.4168484,12.9729,0.4466,0,0.1
24.4301525,13.3041,0.3312,0,0.1
24.4436356,13.4831,0.179,0,0.1
24.4566541,13.0185,0.4646,0,0.1
24.4695596,12.9055,0.113,0,0.1
24.4827466,13.187,0.2815,0,0.1
24.4957818,13.0352,0.1518,0,0.1
24.5090961,13.3143,0.2791,0,0.1
24.5223229,13.2268,0.0875,0,0.1
24.5358659,13.543,0.3162,0,0.1
24.5492618,13.3959,0.1471,0,0.1
24.5622068,12.945,0.4509,0,0.1
24.5758032,13.5964,0.6514,0,0.1
24.5887774,12.9742,0.6222,0,0.1
24.602239,13.4616,0.4874,0,0.1
24.6155421,13.3031,0.1585,0,0.1
24.6287308,13.1887,0.1144,0,0.1
24.6419148,13.184,0.0047,0,0.1
24.6550811,13.1663,0.0177,0,0.1
24.6682917,13.2106,0.0443,0,0.1
24.6817951,13.5034,0.2928,0,0.1
24.6943999,12.6048,0.8986,0,0.1
24.7075963,13.1964,0.5916,0,0.1
24.7211094,13.5131,0.3167,0,0.1
24.7345189,13.4095,0.1036,0,0.1
24.7478682,13.3493,0.0602,0,0.1
24.7610288,13.1606,0.1887,0,0.1
24.7737613,12.7325,0.4281,0,0.1
24.7869065,13.1452,0.4127,0,0.1
24.7999797,13.0732,0.072,0,0.1
24.8128127,12.833,0.2402,0,0.1
24.8256807,12.868,0.035,0,0.1
24.8390089,13.3282,0.4602,0,0.1
24.8526832,13.6743,0.3461,0,0.1
24.8651011,12.4179,1.2564,0,0.1
24.8777802,12.6791,0.2612,0,0.1
24.8908418,13.0616,0.3825,0,0.1
24.9042821,13.4403,0.3787,0,0.1
24.9171125,12.8304,0.6099,0,0.1
24.929994,12.8815,0.0511,0,0.1
24.9430171,13.0231,0.1416,0,0.1
24.9558567,12.8396,0.1835,0,0.1
24.968897,13.0403,0.2007,0,0.1
24.9818514,12.9544,0.0859,0,0.1
24.9951706,13.3192,0.3648,0,0.1
25.0081864,13.0158,0.3034,0,0.1
25.0210046,12.8182,0.1976,0,0.1
25.034147,13.1424,0.3242,0,0.1
25.046871,12.724,0.4184,0,0.1
25.0604096,13.5386,0.8146,0,0.1
25.0734718,13.0622,0.4764,0,0.1
25.0866407,13.1689,0.1067,0,0.1
25.0996434,13.0027,0.1662,0,0.1
25.1123336,12.6902,0.3125,0,0.1
25.1250671,12.7335,0.0433,0,0.1
25.1383976,13.3305,0.597,0,0.1
25.1510812,12.6836,0.6469,0,0.1
25.1645084,13.4272,0.7436,0,0.1
25.1775972,13.0888,0.3384,0,0.1
25.19013,12.5328,0.556,0,0.1
25.2030899,12.9599,0.4271,0,0.1
25.2155887,12.4988,0.4611,0,0.1
25.2283151,12.7264,0.2276,0,0.1
25.2415838,13.2687,0.5423,0,0.1
25.253907,12.3232,0.9455,0,0.1
25.2669238,13.0168,0.6936,0,0.1
25.2795578,12.634,0.3828,0,0.1
25.2922022,12.6444,0.0104,0,0.1
25.3050334,12.8312,0.1868,0,0.1
25.3177743,12.7409,0.0903,0,0.1
25.3305812,12.8069,0.066,0,0.1
25.3433688,12.7876,0.0193,0,0.1
25.3559183,12.5495,0.2381,0,0.1
25.3684453,12.527,0.0225,0,0.1
25.3808526,12.4073,0.1197,0,0.1
25.3936493,12.7967,0.3894,0,0.1
25.4064613,12.812,0.0153,0,0.1
25.4192445,12.7832,0.0288,0,0.1
25.4319228,12.6783,0.1049,0,0.1
25.4447108,12.788,0.1097,0,0.1
25.4571094,12.3986,0.3894,0,0.1
25.4693668,12.2574,0.1412,0,0.1
25.4818779,12.5111,0.2537,0,0.1
25.4941046,12.2267,0.2844,0,0.1
25.506593,12.4884,0.2617,0,0.1
25.5191519,12.5589,0.0705,0,0.1
25.531572,12.4201,0.1388,0,0.1
25.5438756,12.3036,0.1165,0,0.1
25.5566678,12.7922,0.4886,0,0.1
25.5693913,12.7235,0.0687,0,0.1
25.5818294,12.4381,0.2854,0,0.1
25.5940851,12.2557,0.1824,0,0.1
25.6065207,12.4356,0.1799,0,0.1
25.6190387,12.518,0.0824,0,0.1
25.6316048,12.5661,0.0481,0,0.1
25.643963,12.3582,0.2079,0,0.1
25.6567646,12.8016,0.4434,0,0.1
25.6685869,11.8223,0.9793,0,0.1
25.6808392,12.2523,0.43,0,0.1
25.693228,12.3888,0.1365,0,0.1
25.7052612,12.0332,0.3556,0,0.1
25.7173658,12.1046,0.0714,0,0.1
25.7296935,12.3277,0.2231,0,0.1
25.7417542,12.0607,0.267,0,0.1
25.7534784,11.7242,0.3365,0,0.1
25.7669783,13.4999,1.7757,0,0.1
25.7783831,11.4048,2.0951,0,0.1
25.7904982,12.1151,0.7103,0,0.1
25.8020458,11.5476,0.5675,0,0.1
25.8140546,12.0088,0.4612,0,0.1
25.8262112,12.1566,0.1478,0,0.1
25.8383538,12.1426,0.014,0,0.1
25.8502422,11.8884,0.2542,0,0.1
25.8622547,12.0125,0.1241,0,0.1
25.8742405,11.9858,0.0267,0,0.1
25.8865318,12.2913,0.3055,0,0.1
25.8981373,11.6055,0.6858,0,0.1
25.9102262,12.0889,0.4834,0,0.1
25.9222002,11.974,0.1149,0,0.1
25.9345457,12.3455,0.3715,0,0.1
25.94708,12.5343,0.1888,0,0.1
25.9589318,11.8518,0.6825,0,0.1
25.971142,12.2102,0.3584,0,0.1
25.9829506,11.8086,0.4016,0,0.1
25.9946091,11.6585,0.1501,0,0.1
26.006886,12.2769,0.6184,0,0.1
26.0189761,12.0901,0.1868,0,0.1
26.030768,11.7919,0.2982,0,0.1
26.04253,11.762,0.0299,0,0.1
26.0545598,12.0298,0.2678,0,0.1
26.0677747,13.2149,1.1851,0,0.1
26.0787962,11.0215,2.1934,0,0.1
26.0899495,11.1533,0.1318,0,0.1
26.101501,11.5515,0.3982,0,0.1
26.1139524,12.4514,0.8999,0,0.1
26.125776,11.8236,0.6278,0,0.1
26.1376021,11.8261,0.0025,0,0.1
26.1490453,11.4432,0.3829,0,0.1
26.1611256,12.0803,0.6371,0,0.1
26.1733652,12.2396,0.1593,0,0.1
26.1846536,11.2884,0.9512,0,0.1
26.1965705,11.9169,0.6285,0,0.1
26.2082533,11.6828,0.2341,0,0.1
26.22003,11.7767,0.0939,0,0.1
26.2320739,12.0439,0.2672,0,0.1
26.2440213,11.9474,0.0965,0,0.1
26.255527,11.5057,0.4417,0,0.1
26.2672488,11.7218,0.2161,0,0.1
26.2787912,11.5424,0.1794,0,0.1
26.2908699,12.0787,0.5363,0,0.1
26.3018134,10.9435,1.1352,0,0.1
26.3131978,11.3844,0.4409,0,0.1
26.3250406,11.8428,0.4584,0,0.1
26.3369018,11.8612,0.0184,0,0.1
26.3480664,11.1646,0.6966,0,0.1
26.3595175,11.4511,0.2865,0,0.1
26.3709013,11.3838,0.0673,0,0.1
26.3827374,11.8361,0.4523,0,0.1
26.3947003,11.9629,0.1268,0,0.1
26.4062956,11.5953,0.3676,0,0.1
26.4178178,11.5222,0.0731,0,0.1
26.4297008,11.883,0.3608,0,0.1
26.4411041,11.4033,0.4797,0,0.1
26.4524785,11.3744,0.0289,0,0.1
26.4639765,11.498,0.1236,0,0.1
26.4756145,11.638,0.14,0,0.1
26.4869376,11.3231,0.3149,0,0.1
26.4984911,11.5535,0.2304,0,0.1
26.5102681,11.777,0.2235,0,0.1
26.5217195,11.4514,0.3256,0,0.1
26.5331533,11.4338,0.0176,0,0.1
26.544848,11.6947,0.2609,0,0.1
26.5564326,11.5846,0.1101,0,0.1
26.5681254,11.6928,0.1082,0,0.1
26.5790268,10.9014,0.7914,0,0.1
26.5903242,11.2974,0.396,0,0.1
26.6018557,11.5315,0.2341,0,0.1
26.6131112,11.2555,0.276,0,0.1
26.6247721,11.6609,0.4054,0,0.1
26.6363057,11.5336,0.1273,0,0.1
26.6474327,11.127,0.4066,0,0.1
26.6590132,11.5805,0.4535,0,0.1
26.6700669,11.0537,0.5268,0,0.1
26.6814268,11.3599,0.3062,0,0.1
26.6927909,11.3641,0.0042,0,0.1
26.7044417,11.6508,0.2867,0,0.1
26.7157504,11.3087,0.3421,0,0.1
26.7273486,11.5982,0.2895,0,0.1
26.7383779,11.0293,0.5689,0,0.1
26.7495648,11.1869,0.1576,0,0.1
26.7607788,11.214,0.0271,0,0.1
26.7721436,11.3648,0.1508,0,0.1
26.7830987,10.9551,0.4097,0,0.1
26.7945352,11.4365,0.4814,0,0.1
26.8058971,11.3619,0.0746,0,0.1
26.8174336,11.5365,0.1746,0,0.1
26.8288962,11.4626,0.0739,0,0.1
26.8404613,11.5651,0.1025,0,0.1
26.8517478,11.2865,0.2786,0,0.1
26.8630484,11.3006,0.0141,0,0.1
26.8742998,11.2514,0.0492,0,0.1
26.8855446,11.2448,0.0066,0,0.1
26.8974097,11.8651,0.6203,0,0.1
26.9084132,11.0035,0.8616,0,0.1
26.9200754,11.6622,0.6587,0,0.1
26.9312154,11.14,0.5222,0,0.1
26.9423368,11.1214,0.0186,0,0.1
26.9538298,11.493,0.3716,0,0.1
26.9653813,11.5515,0.0585,0,0.1
26.9767331,11.3518,0.1997,0,0.1
26.9889834,12.2503,0.8985,0,0.1
27.0003554,11.372,0.8783,0,0.1
27.0117614,11.406,0.034,0,0.1
27.0228993,11.1379,0.2681,0,0.1
27.0337366,10.8373,0.3006,0,0.1
27.0456242,11.8876,1.0503,0,0.1
27.0566334,11.0092,0.8784,0,0.1
27.0673378,10.7044,0.3048,0,0.1
27.0788147,11.4769,0.7725,0,0.1
27.0901518,11.3371,0.1398,0,0.1
27.1013435,11.1917,0.1454,0,0.1
27.1127772,11.4337,0.242,0,0.1
27.1239728,11.1956,0.2381,0,0.1
27.135204,11.2312,0.0356,0,0.1
27.1466765,11.4725,0.2413,0,0.1
27.1578808,11.2043,0.2682,0,0.1
27.1694642,11.5834,0.3791,0,0.1
27.1811674,11.7032,0.1198,0,0.1
27.1919775,10.8101,0.8931,0,0.1
27.2034967,11.5192,0.7091,0,0.1
27.2149137,11.417,0.1022,0,0.1
27.2259097,10.996,0.421,0,0.1
27.2372108,11.3011,0.3051,0,0.1
27.2486604,11.4496,0.1485,0,0.1
27.2600357,11.3753,0.0743,0,0.1
27.2712738,11.2381,0.1372,0,0.1
27.2827613,11.4875,0.2494,0,0.1
27.2937405,10.9792,0.5083,0,0.1
27.3054211,11.6806,0.7014,0,0.1
27.3163601,10.939,0.7416,0,0.1
27.3276503,11.2902,0.3512,0,0.1
27.3397283,12.078,0.7878,0,0.1
27.3504521,10.7238,1.3542,0,0.1
27.3614886,11.0365,0.3127,0,0.1
27.3728455,11.3569,0.3204,0,0.1
27.3839819,11.1364,0.2205,0,0.1
27.3951575,11.1756,0.0392,0,0.1
27.4063475,11.19,0.0144,0,0.1
27.4175251,11.1776,0.0124,0,0.1
27.4289343,11.4092,0.2316,0,0.1
27.4401791,11.2448,0.1644,0,0.1
27.4513915,11.2124,0.0324,0,0.1
27.4625546,11.1631,0.0493,0,0.1
27.473629,11.0744,0.0887,0,0.1
27.4853252,11.6962,0.6218,0,0.1
27.4966653,11.3401,0.3561,0,0.1
27.507846,11.1807,0.1594,0,0.1
27.5191525,11.3065,0.1258,0,0.1
27.5304683,11.3158,0.0093,0,0.1
27.5412662,10.7979,0.5179,0,0.1
27.5523554,11.0892,0.2913,0,0.1
27.5634324,11.077,0.0122,0,0.1
27.5747704,11.338,0.261,0,0.1
27.5859491,11.1787,0.1593,0,0.1
27.5971167,11.1676,0.0111,0,0.1
27.6079748,10.8581,0.3095,0,0.1
27.619057,11.0822,0.2241,0,0.1
27.6302401,11.1831,0.1009,0,0.1
27.6415723,11.3322,0.1491,0,0.1
27.6527269,11.1546,0.1776,0,0.1
27.6634276,10.7007,0.4539,0,0.1
27.6747221,11.2945,0.5938,0,0.1
27.6857023,10.9802,0.3143,0,0.1
27.6969297,11.2274,0.2472,0,0.1
27.707802,10.8723,0.3551,0,0.1
27.7185782,10.7762,0.0961,0,0.1
27.7299814,11.4032,0.627,0,0.1
27.7410656,11.0842,0.319,0,0.1
27.7523602,11.2946,0.2104,0,0.1
27.7634305,11.0703,0.2243,0,0.1
27.7745525,11.122,0.0517,0,0.1
27.785912,11.3595,0.2375,0,0.1
27.7969481,11.0361,0.3234,0,0.1
27.8080673,11.1192,0.0831,0,0.1
27.8193671,11.2998,0.1806,0,0.1
27.8306372,11.2701,0.0297,0,0.1
27.8418273,11.1901,0.08,0,0.1
27.8527225,10.8952,0.2949,0,0.1
27.8635555,10.833,0.0622,0,0.1
27.8746976,11.1421,0.3091,0,0.1
27.8855369,10.8393,0.3028,0,0.1
27.896561,11.0241,0.1848,0,0.1
27.9074149,10.8539,0.1702,0,0.1
27.9185593,11.1444,0.2905,0,0.1
27.9300879,11.5286,0.3842,0,0.1
27.9407721,10.6842,0.8444,0,0.1
27.9513362,10.5641,0.1201,0,0.1
27.9623003,10.9641,0.4,0,0.1
27.9736079,11.3076,0.3435,0,0.1
27.9852076,11.5997,0.2921,0,0.1
27.9960984,10.8908,0.7089,0,0.1
28.0067086,10.6102,0.2806,0,0.1
28.0182023,11.4937,0.8835,0,0.1
28.0291199,10.9176,0.5761,0,0.1
28.0399178,10.7979,0.1197,0,0.1
28.0510176,11.0998,0.3019,0,0.1
28.0619754,10.9578,0.142,0,0.1
28.0724419,10.4665,0.4913,0,0.1
28.0830821,10.6402,0.1737,0,0.1
28.0941261,11.044,0.4038,0,0.1
28.1052725,11.1464,0.1024,0,0.1
28.1159856,10.7131,0.4333,0,0.1
28.1269288,10.9432,0.2301,0,0.1
28.1377592,10.8304,0.1128,0,0.1
28.1489491,11.1899,0.3595,0,0.1
28.1598614,10.9123,0.2776,0,0.1
28.1712469,11.3855,0.4732,0,0.1
28.1823957,11.1488,0.2367,0,0.1
28.1927729,10.3772,0.7716,0,0.1
28.2036825,10.9096,0.5324,0,0.1
28.2146191,10.9366,0.027,0,0.1
28.2254926,10.8735,0.0631,0,0.1
28.236675,11.1824,0.3089,0,0.1
28.2471378,10.4628,0.7196,0,0.1
28.2579729,10.8351,0.3723,0,0.1
28.2693314,11.3585,0.5234,0,0.1
28.2801685,10.8371,0.5214,0,0.1
28.2910055,10.837,1E-04,0,0.1
28.3018951,10.8896,0.0526,0,0.1
28.3129154,11.0203,0.1307,0,0.1
28.3237963,10.8809,0.1394,0,0.1
28.3347076,10.9113,0.0304,0,0.1
28.3456269,10.9193,0.008,0,0.1
28.3567696,11.1427,0.2234,0,0.1
28.3675518,10.7822,0.3605,0,0.1
28.378851,11.2992,0.517,0,0.1
28.3901703,11.3193,0.0201,0,0.1
28.4011102,10.9399,0.3794,0,0.1
28.4120573,10.9471,0.0072,0,0.1
28.4228451,10.7878,0.1593,0,0.1
28.4340685,11.2234,0.4356,0,0.1
28.4447407,10.6722,0.5512,0,0.1
28.4554689,10.7282,0.056,0,0.1
28.4664555,10.9866,0.2584,0,0.1
28.4776726,11.2171,0.2305,0,0.1
28.4886735,11.0009,0.2162,0,0.1
28.4995051,10.8316,0.1693,0,0.1
28.5107768,11.2717,0.4401,0,0.1
28.5221296,11.3528,0.0811,0,0.1
28.5334832,11.3536,0.0008,0,0.1
28.5440879,10.6047,0.7489,0,0.1
28.5549204,10.8325,0.2278,0,0.1
28.5657064,10.786,0.0465,0,0.1
28.5764839,10.7775,0.0085,0,0.1
28.5876707,11.1868,0.4093,0,0.1
28.5983416,10.6709,0.5159,0,0.1
28.6093656,11.024,0.3531,0,0.1
28.6206352,11.2696,0.2456,0,0.1
28.6322249,11.5897,0.3201,0,0.1
28.6425303,10.3054,1.2843,0,0.1
28.6534453,10.915,0.6096,0,0.1
28.6644657,11.0204,0.1054,0,0.1
28.6758158,11.3501,0.3297,0,0.1
28.6863973,10.5815,0.7686,0,0.1
28.6973239,10.9266,0.3451,0,0.1
28.7081885,10.8646,0.062,0,0.1
28.7188185,10.63,0.2346,0,0.1
28.7298792,11.0607,0.4307,0,0.1
28.741249,11.3698,0.3091,0,0.1
28.7520306,10.7816,0.5882,0,0.1
28.7630133,10.9827,0.2011,0,0.1
28.7735831,10.5698,0.4129,0,0.1
28.7845821,10.999,0.4292,0,0.1
28.7952891,10.707,0.292,0,0.1
28.8058375,10.5484,0.1586,0,0.1
28.8169198,11.0823,0.5339,0,0.1
28.8280535,11.1337,0.0514,0,0.1
28.8390393,10.9858,0.1479,0,0.1
28.8497339,10.6946,0.2912,0,0.1
28.8608299,11.096,0.4014,0,0.1
28.871473,10.6431,0.4529,0,0.1
28.8830757,11.6027,0.9596,0,0.1
28.8935653,10.4896,1.1131,0,0.1
28.9042254,10.6601,0.1705,0,0.1
28.9148014,10.576,0.0841,0,0.1
28.9253711,10.5697,0.0063,0,0.1
28.9363761,11.005,0.4353,0,0.1
28.947331,10.9549,0.0501,0,0.1
28.9580788,10.7478,0.2071,0,0.1
28.9688879,10.8091,0.0613,0,0.1
28.9793924,10.5045,0.3046,0,0.1
28.9899744,10.582,0.0775,0,0.1
29.0007871,10.8127,0.2307,0,0.1
29.0121726,11.3855,0.5728,0,0.1
29.0230473,10.8747,0.5108,0,0.1
29.0335576,10.5103,0.3644,0,0.1
29.0444948,10.9372,0.4269,0,0.1
29.0554855,10.9907,0.0535,0,0.1
29.0663426,10.8571,0.1336,0,0.1
29.077545,11.2024,0.3453,0,0.1
29.0878555,10.3105,0.8919,0,0.1
29.0988737,11.0182,0.7077,0,0.1
29.1105737,11.7,0.6818,0,0.1
29.120804,10.2303,1.4697,0,0.1
29.1322422,11.4382,1.2079,0,0.1
29.1428679,10.6257,0.8125,0,0.1
29.1536528,10.7849,0.1592,0,0.1
29.1642338,10.581,0.2039,0,0.1
29.1756871,11.4533,0.8723,0,0.1
29.1861222,10.4351,1.0182,0,0.1
29.1969768,10.8546,0.4195,0,0.1
29.2077088,10.732,0.1226,0,0.1
29.2184062,10.6974,0.0346,0,0.1
29.2293799,10.9737,0.2763,0,0.1
29.2403606,10.9807,0.007,0,0.1
29.2512049,10.8443,0.1364,0,0.1
29.2621111,10.9062,0.0619,0,0.1
29.273154,11.0429,0.1367,0,0.1
29.2839982,10.8442,0.1987,0,0.1
29.2949633,10.9651,0.1209,0,0.1
29.3058635,10.9002,0.0649,0,0.1
29.3167262,10.8627,0.0375,0,0.1
29.3275843,10.8581,0.0046,0,0.1
29.3382277,10.6434,0.2147,0,0.1
29.3492041,10.9764,0.333,0,0.1
29.3603916,11.1875,0.2111,0,0.1
29.3709632,10.5716,0.6159,0,0.1
29.381801,10.8378,0.2662,0,0.1
29.3929196,11.1186,0.2808,0,0.1
29.4035725,10.6529,0.4657,0,0.1
29.4146637,11.0912,0.4383,0,0.1
29.42505,10.3863,0.7049,0,0.1
29.4360114,10.9614,0.5751,0,0.1
29.4470173,11.0059,0.0445,0,0.1
29.4574492,10.4319,0.574,0,0.1
29.4682967,10.8475,0.4156,0,0.1
29.4795939,11.2972,0.4497,0,0.1
29.4899827,10.3888,0.9084,0,0.1
29.5006797,10.697,0.3082,0,0.1
29.5117767,11.097,0.4,0,0.1
29.5221024,10.3257,0.7713,0,0.1
29.533343,11.2406,0.9149,0,0.1
29.5434811,10.1381,1.1025,0,0.1
29.5546003,11.1192,0.9811,0,0.1
29.5656075,11.0072,0.112,0,0.1
29.5762889,10.6814,0.3258,0,0.1
29.5875319,11.243,0.5616,0,0.1
29.5978807,10.3488,0.8942,0,0.1
29.6086483,10.7676,0.4188,0,0.1
29.6195387,10.8904,0.1228,0,0.1
29.6301602,10.6215,0.2689,0,0.1
29.640982,10.8218,0.2003,0,0.1
29.6519337,10.9517,0.1299,0,0.1
29.6625089,10.5752,0.3765,0,0.1
29.6732441,10.7352,0.16,0,0.1
29.6839238,10.6797,0.0555,0,0.1
29.6946374,10.7136,0.0339,0,0.1
29.7053794,10.742,0.0284,0,0.1
29.7165463,11.1669,0.4249,0,0.1
29.7275346,10.9883,0.1786,0,0.1
29.7381899,10.6553,0.333,0,0.1
29.7491956,11.0057,0.3504,0,0.1
29.760123,10.9274,0.0783,0,0.1
29.7711316,11.0086,0.0812,0,0.1
29.7819864,10.8548,0.1538,0,0.1
29.7930486,11.0622,0.2074,0,0.1
29.8038807,10.8321,0.2301,0,0.1
29.8151437,11.263,0.4309,0,0.1
29.8264504,11.3067,0.0437,0,0.1
29.8370763,10.6259,0.6808,0,0.1
29.8481426,11.0663,0.4404,0,0.1
29.8592432,11.1006,0.0343,0,0.1
29.8704122,11.169,0.0684,0,0.1
29.8816284,11.2162,0.0472,0,0.1
29.8927981,11.1697,0.0465,0,0.1
29.9039458,11.1477,0.022,0,0.1
29.9150066,11.0608,0.0869,0,0.1
29.9262909,11.2843,0.2235,0,0.1
29.9371349,10.844,0.4403,0,0.1
29.9482628,11.1279,0.2839,0,0.1
29.9591682,10.9054,0.2225,0,0.1
29.9702064,11.0382,0.1328,0,0.1
29.9814282,11.2218,0.1836,0,0.1
29.9925399,11.1117,0.1101,0,0.1
30.0036661,11.1262,0.0145,0,0.1
30.0146191,10.953,0.1732,0,0.1
30.0256164,10.9973,0.0443,0,0.1
30.0366587,11.0423,0.045,0,0.1
30.0477325,11.0738,0.0315,0,0.1
30.0590614,11.3289,0.2551,0,0.1
30.0703953,11.3339,0.005,0,0.1
30.0817153,11.32,0.0139,0,0.1
30.091943,10.2277,1.0923,0,0.1
30.1033755,11.4325,1.2048,0,0.1
30.1148221,11.4466,0.0141,0,0.1
30.1256933,10.8712,0.5754,0,0.1
30.1364828,10.7895,0.0817,0,0.1
30.14763,11.1472,0.3577,0,0.1
30.1588429,11.2129,0.0657,0,0.1
30.1708817,12.0388,0.8259,0,0.1
30.1811414,10.2597,1.7791,0,0.1
30.1925788,11.4374,1.1777,0,0.1
30.2038517,11.2729,0.1645,0,0.1
30.2148836,11.0319,0.241,0,0.1
30.2259565,11.0729,0.041,0,0.1
30.2371042,11.1477,0.0748,0,0.1
30.248383,11.2788,0.1311,0,0.1
30.25955,11.167,0.1118,0,0.1
30.2706752,11.1252,0.0418,0,0.1
30.282012,11.3368,0.2116,0,0.1
30.2933887,11.3767,0.0399,0,0.1
30.3046587,11.27,0.1067,0,0.1
30.3159071,11.2484,0.0216,0,0.1
30.3274932,11.5861,0.3377,0,0.1
30.3380692,10.576,1.0101,0,0.1
30.3493287,11.2595,0.6835,0,0.1
30.3605135,11.1848,0.0747,0,0.1
30.3716776,11.1641,0.0207,0,0.1
30.3826506,10.973,0.1911,0,0.1
30.3939675,11.3169,0.3439,0,0.1
30.4053061,11.3386,0.0217,0,0.1
30.4162347,10.9286,0.41,0,0.1
30.4270987,10.864,0.0646,0,0.1
30.4380973,10.9986,0.1346,0,0.1
30.4494946,11.3973,0.3987,0,0.1
30.460462,10.9674,0.4299,0,0.1
30.4716885,11.2265,0.2591,0,0.1
30.4828111,11.1226,0.1039,0,0.1
30.4942684,11.4573,0.3347,0,0.1
30.5055932,11.3248,0.1325,0,0.1
30.5167118,11.1186,0.2062,0,0.1
30.5274522,10.7404,0.3782,0,0.1
30.5385789,11.1267,0.3863,0,0.1
30.5498363,11.2574,0.1307,0,0.1
30.5610408,11.2045,0.0529,0,0.1
30.5722385,11.1977,0.0068,0,0.1
30.5840356,11.7971,0.5994,0,0.1
30.5952668,11.2312,0.5659,0,0.1
30.6068856,11.6188,0.3876,0,0.1
30.6182181,11.3325,0.2863,0,0.1
30.6296263,11.4082,0.0757,0,0.1
30.6411505,11.5242,0.116,0,0.1
30.6528292,11.6787,0.1545,0,0.1
