timestamp,hw.md.RenderBasic.SYSMEM_TRANSACTION_READ,hw.md.RenderBasic.SYSMEM_TRANSACTION_WRITE,hw.md.RenderBasic.HOST_TO_GPUMEM_TRANSACTION_READ,hw.md.RenderBasic.HOST_TO_GPUMEM_TRANSACTION_WRITE,hw.raw.RenderBasic.GPU_MEMORY_BYTE_READ,hw.raw.RenderBasic.GPU_TIME,hw.gpu.symbols.GpuTimestampFrequency,hw.raw.RenderBasic.GPU_MEMORY_BYTE_WRITE,hw.gal.d_gpu_busy,hw.gal.d_gti_busy,hw.gal.d_crystal_clock,hw.gal.d_gpu_sq_fifo_full,hw.gal.d_gpu_sq_fifo_stalled,hw.gal.d_gpu_ticks,hw.gal.d_unslice_freq_req,hw.gal.d_slice_freq_req,hw.gal.d_unslice_freq,hw.gal.d_slice_freq,hw.gal.ia_freq,hw.gal.ring_freq,hw.gal.qclk_ratio,hw.gal.qclk_base,hw.gal.gt_perf_limit,hw.gal.gtlimit_prochot,hw.gal.gtlimit_thermal,hw.gal.gtlimit_ratl,hw.gal.gtlimit_vr_thermalert,hw.gal.gtlimit_vr_tdc,hw.gal.gtlimit_other,hw.gal.gtlimit_max_vid,hw.gal.gtlimit_pbm_pl1,hw.gal.gtlimit_pbm_pl2,hw.gal.gtlimit_ineff_op,hw.gal.gtlimit_psys_crit,hw.gal.d_pkg_joules,hw.gal.d_pkg_temp,hw.gal.rc6_res,hw.gal.pg_req,hw.gal.pg_status,hw.gal.ia_pstate_limit,hw.md.RenderBasic.GPU_MEMORY_BYTE_READ_RATE,"hw.md.RenderBasic.GPU_MEMORY_BYTE_WRITE_RATE
"
84641025,1262623.015,13288.32449,669.77442,289181.8036,23105851.15,19230902.5,19200000,47818857.28,841653174,114535529,2147483668,615144327,85825450,4167869973,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738609,59,55073,40,2,255,0.046137,0.095484
84748992,2263163.744,15282.44741,787.277594,287763.8538,125991821.6,19230876.1,19200000,123294515.9,841665229,114540524,2147483668,615247960,85825450,4211059138,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738673,59,55073,40,2,255,0.251579,0.246193
84859984,179580.5103,13766.75797,675.724377,277821.825,146513055,19230881.5,19200000,70001297.39,841677906,114545524,2147483668,615357220,85825450,4255452779,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738737,59,55073,40,2,255,0.292556,0.139778
84967981,181903.201,13731.86292,842.615999,250895.8582,116365713.9,19230774.93,19200000,56145254.03,841687708,114550119,2147483668,615417306,85825450,3681200,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738801,59,55073,40,2,255,0.232359,0.112111
85077719,3336629.062,9950.974138,519.41898,162787.7308,50413621.53,19230822.5,19200000,28610299.08,841691362,114552976,2147483668,615437364,85825450,47576098,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738865,59,55073,40,2,255,0.100666,0.057129
85186982,1400.291041,8566.486368,512.524825,136413.9736,9976982.144,19230919.89,19200000,9385400.364,841697663,114557275,2147483668,615470092,85825450,91274254,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738865,59,55073,40,2,255,0.019922,0.018741
85299109,3009230.605,14055.49065,1096.9704,188678.9087,46368903.12,19230881.05,19200000,32535580.19,841708047,114562766,2147483668,615536781,85825450,136123214,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738865,59,55073,40,2,255,0.092589,0.064967
85409342,6440049.713,14814.07564,889.025972,272087.306,65983299.01,19230901.82,19200000,46413215.64,841719541,114568240,2147483668,615598505,85825450,180218291,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645738993,59,55073,40,2,255,0.131755,0.092677
85521012,7384543.745,14318.97555,689.531656,296955.3148,59296910.54,19230849.83,19200000,45418402.44,841729497,114573219,2147483668,615653529,85825450,224880697,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645739121,59,55073,40,2,255,0.118404,0.090691
85631011,5386358.058,12981.9362,881.826198,331939.3813,45420240.18,19230793.01,19200000,39757415.98,841736525,114577996,2147483668,615698987,85825450,268883982,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645739697,59,55073,40,2,255,0.090695,0.079388
85742984,4087869.397,18147.23192,2107.650952,446777.3481,3569369.402,19230894.95,19200000,30603716.97,841744202,114584232,2147483668,615727611,85825450,313662352,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645740465,59,55073,40,2,255,0.007127,0.061109
85854145,16435.62041,15697.95162,1169.474906,416189.1311,9234452.731,19230845.35,19200000,23587841.06,841750070,114589680,2147483668,615748766,85825450,358125348,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645740785,59,55073,40,2,255,0.018439,0.0471
85964990,1525833.371,14714.24061,1235.960124,455834.7242,2136244.305,19230926.07,19200000,19162849.02,841756767,114594834,2147483668,615775983,85825450,402460890,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645741233,59,55073,40,2,255,0.004266,0.038264
86074981,3162595.121,15619.45977,1172.823231,455882.754,29034075.52,19230846.16,19200000,33667400.06,841763766,114600509,2147483668,615818548,85825450,446454515,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645741809,59,55073,40,2,255,0.057975,0.067227
86187463,32974.16476,16278.16006,1369.107946,424645.7211,20041286.61,19230899.17,19200000,26189808.15,841768777,114605251,2147483668,615834998,85825450,491443953,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645742129,59,55073,40,2,255,0.040018,0.052295
86297108,13872.04159,12431.02741,574.581604,449158.6484,2178494.231,19230845,19200000,17181130.01,841773798,114609944,2147483668,615852212,85825450,535296306,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645742449,59,55073,40,2,255,0.00435,0.034307
86407111,18726.762,17672.2453,1736.316282,434897.2301,2498350.045,19230766.43,19200000,18089424.83,841779146,114615003,2147483668,615869021,85825450,579295124,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645742833,59,55073,40,2,255,0.004989,0.036121
86519018,16388.6084,14815.8739,974.023073,438766.1183,2253603.439,19230816.66,19200000,17218109.68,841783567,114619057,2147483668,615885491,85825450,624055456,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645743601,59,55073,40,2,255,0.0045,0.034381
86630106,15357.1943,14330.98084,1161.241538,454576.5519,2089289.572,19230925.03,19200000,17770767.32,841788911,114624115,2147483668,615903098,85825450,668495334,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645743985,59,55073,40,2,255,0.004172,0.035484
86741043,17352.19088,15585.42236,1171.836267,450246.5363,2339462.938,19230851.74,19200000,18476964.4,841794505,114629418,2147483668,615920548,85825450,712869904,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645744241,59,55073,40,2,255,0.004671,0.036895
86851303,13114.45674,15182.29639,1242.517685,436604.3896,2233575.186,19230790.86,19200000,17405369.13,841799145,114633658,2147483668,615936726,85825450,756962263,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645744817,59,55073,40,2,255,0.00446,0.034755
86962016,11507.23041,14262.10111,677.427222,447345.8401,2251343.564,19230894.29,19200000,17573690.53,841804175,114638190,2147483668,615953886,85825450,801332156,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645745329,59,55073,40,2,255,0.004495,0.035091
87071999,12256.43963,14384.04117,691.015884,419773.9651,2283125.574,19230844.77,19200000,16722357.09,841809230,114642752,2147483668,615970018,85825450,845235933,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645745777,59,55073,40,2,255,0.004559,0.033391
87183012,11025.73573,12917.40607,603.53292,450721.9875,2035302.172,19230927.91,19200000,17308297.23,841813544,114646635,2147483668,615986582,85825450,889644522,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645746225,59,55073,40,2,255,0.004064,0.034561
87293000,16210.85937,14828.89042,845.546787,448476.1974,2285803.906,19230852.46,19200000,18028921.34,841818912,114651657,2147483668,616003954,85825450,933632346,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645746737,59,55073,40,2,255,0.004564,0.036
87403090,16622.76319,15723.49896,1199.018984,422663.2755,2354410.028,19230920.16,19200000,16546534.65,841823242,114655596,2147483668,616019560,85825450,977664929,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645747185,59,55073,40,2,255,0.004701,0.03304
87511121,13894.16001,13033.296,592.422545,459284.8349,2011311.568,19230887.43,19200000,17954207.59,841828158,114660031,2147483668,616036480,85825450,1020874753,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645747889,59,55073,40,2,255,0.004016,0.035851
87623260,16461.7127,14624.70684,704.482829,422966.1402,2253622.736,19230927.69,19200000,16895139.07,841833109,114664502,2147483668,616052841,85825450,1065728470,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645748529,59,55073,40,2,255,0.0045,0.033736
87735066,15696.83201,13988.51582,661.860723,441792.0326,2188844.964,19230819.46,19200000,17316548.31,841837351,114668311,2147483668,616069211,85825450,1110449346,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645749169,59,55073,40,2,255,0.004371,0.034578
87847114,15002.49893,13413.89405,740.753963,455438.7405,2021214.123,19230927.82,19200000,17796587.18,841842538,114673077,2147483668,616087082,85825450,1155267826,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645749809,59,55073,40,2,255,0.004036,0.035536
87957104,17201.56378,15128.64806,1009.182653,449831.8029,2291171.925,19230848.26,19200000,18077216.11,841847442,114677473,2147483668,616103526,85825450,1199260176,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645750577,59,55073,40,2,255,0.004575,0.036096
88069102,16723.51292,14116.32351,678.583546,417462.8118,2219468.205,19230896.98,19200000,16624439.72,841851660,114681260,2147483668,616119681,85825450,1244056807,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645751089,59,55073,40,2,255,0.004432,0.033195
88179206,14014.02311,12351.95815,572.186297,448285.2576,1934352.975,19230845.38,19200000,17089914.99,841856567,114685663,2147483668,616136853,85825450,1288095503,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645751601,59,55073,40,2,255,0.003863,0.034125
88291292,15184.76884,14390.73569,695.894224,436941.2772,2282399.229,19230796,19200000,17310217.15,841861591,114690202,2147483668,616153846,85825450,1332928540,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645752497,59,55073,40,2,255,0.004557,0.034565
88401086,9718.199537,12787.58402,601.125745,454706.0859,2007131.537,19230923.37,19200000,17428028.85,841865800,114693999,2147483668,616169520,85825450,1376923867,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645752945,59,55073,40,2,255,0.004008,0.0348
88511033,11323.63775,14279.60745,691.242144,449880.3969,2234831.328,19230847.59,19200000,17690878.33,841870719,114698429,2147483668,616186628,85825450,1420820082,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645753521,59,55073,40,2,255,0.004462,0.035325
88621675,11460.38575,14144.719,695.938251,420590.7341,2247528.063,19230852.66,19200000,16450136.48,841875627,114702831,2147483668,616202781,85825450,1465073524,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645754161,59,55073,40,2,255,0.004488,0.032847
88733001,11946.89471,12719.40068,574.888166,454179.6166,1956416.291,19230925.39,19200000,17702863.66,841879857,114706629,2147483668,616219354,85825450,1509602866,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645754737,59,55073,40,2,255,0.003907,0.035349
88844998,16045.07264,15080.76109,1017.884408,447520.9157,2258167.629,19230899.04,19200000,18238390.31,841885152,114711570,2147483668,616237430,85825450,1554401285,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645755121,59,55073,40,2,255,0.004509,0.036418
88955047,16156.4394,15220.49269,1008.641605,420340.0304,2280438.714,19230851.71,19200000,17130160.2,841890079,114715988,2147483668,616253563,85825450,1598416856,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645755313,59,55073,40,2,255,0.004554,0.034205
89066997,14050.91559,12925.41313,598.481465,450272.4431,1990701.206,19230924.52,19200000,17294211.7,841894296,114719771,2147483668,616270141,85825450,1643194724,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645755633,59,55073,40,2,255,0.003975,0.034533
89178109,15524.8758,13967.88826,665.994672,442148.4628,2160351.717,19230821.15,19200000,17326904.38,841899239,114724197,2147483668,616287279,85825450,1687636603,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645756081,59,55073,40,2,255,0.004314,0.034598
89287807,16992.1056,14640.19399,701.927109,440153.877,2302913.453,19230924.9,19200000,17446808.51,841904150,114728632,2147483668,616303359,85825450,1731513335,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645756337,59,55073,40,2,255,0.004598,0.034838
89399118,14994.02575,12784.00158,592.933313,437917.187,1986515.259,19230875.65,19200000,16863185.13,841908377,114732443,2147483668,616319969,85825450,1776035130,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645756849,59,55073,40,2,255,0.003967,0.033672
89509101,16966.25842,14265.84109,681.92357,447341.8619,2230853.859,19230899.32,19200000,17575961.74,841913297,114736870,2147483668,616336984,85825450,1820027136,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645757489,59,55073,40,2,255,0.004455,0.035095
89619128,17495.7056,14805.45684,708.916902,420015.0872,2312041.59,19230879.69,19200000,16857625.86,841917523,114740662,2147483668,616352429,85825450,1864035285,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645758129,59,55073,40,2,255,0.004617,0.033661
89731611,15344.54095,13424.25078,631.206493,449499.0354,2100904.137,19230781.54,19200000,17405732.42,841922448,114745087,2147483668,616369756,85825450,1909026135,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645758897,59,55073,40,2,255,0.004195,0.034756
89840122,11464.27551,14634.46102,700.389822,423560.745,2295877.837,19230925.9,19200000,16916266.55,841927449,114749569,2147483668,616386080,85825450,1952515088,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645759345,59,55073,40,2,255,0.004584,0.033778
89951285,9121.740147,12423.19837,575.731134,448467.5656,1926297.419,19230850.19,19200000,17095283.5,841931642,114753329,2147483668,616402251,85825450,1996891513,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645759793,59,55073,40,2,255,0.003846,0.034136
90062207,11287.21083,14280.30508,676.150809,449568.165,2214916.788,19230900.99,19200000,17641982.65,841936541,114757727,2147483668,616419432,85825450,2041257861,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645760689,59,55073,40,2,255,0.004423,0.035227
90173195,11821.09778,14812.41215,711.788662,420703.1391,2312042.743,19230880.82,19200000,16874319.75,841941411,114762095,2147483668,616435732,85825450,2085650111,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645761137,59,55073,40,2,255,0.004617,0.033694
90285024,13449.10533,12608.53625,581.244579,444884.6006,1955414.07,19230897.17,19200000,17034186.12,841945631,114765901,2147483668,616452105,85825450,2130381054,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645761585,59,55073,40,2,255,0.003905,0.034014
90397074,15975.01116,14386.43463,687.193217,453761.7135,2237510.04,19230852.3,19200000,17814288.26,841950959,114770893,2147483668,616469995,85825450,2175197972,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645762097,59,55073,40,2,255,0.004468,0.035571
90509008,16393.58908,16366.78757,1500.88445,447692.3902,2301418.693,19230894.99,19200000,18575294.37,841955994,114775483,2147483668,616487438,85825450,2219969336,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645762481,59,55073,40,2,255,0.004595,0.037091
90622004,16053.66562,14398.73978,690.289922,413899.6071,2210688.874,19230848.88,19200000,16542603.28,841960921,114779908,2147483668,616503749,85825450,2265170796,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645762865,59,55073,40,2,255,0.004414,0.033032
90733166,14222.4861,13484.82395,917.579748,445781.8319,1998659.614,19230897.25,19200000,17714821.61,841965568,114784241,2147483668,616521254,85825450,2309626465,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645763377,59,55073,40,2,255,0.003991,0.035373
90843100,17319.4826,15200.02911,1009.696727,453035.4576,2285807.848,19230847.6,19200000,18179162.04,841970487,114788658,2147483668,616538295,85825450,2353599061,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645764145,59,55073,40,2,255,0.004564,0.0363
90955113,17917.56314,14632.23019,705.275281,423531.1973,2279440.779,19230928.55,19200000,16916259.72,841975394,114793064,2147483668,616554549,85825450,2398401615,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645764785,59,55073,40,2,255,0.004552,0.033778
91067103,16787.21314,13822.66274,669.702652,443673.5423,2197821.234,19230833.11,19200000,17035788.91,841979614,114796855,2147483668,616571124,85825450,2443195211,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645764977,59,55073,40,2,255,0.004389,0.034017
91179312,15783.04771,13679.8296,641.65976,451692.8232,2121924.266,19230783.63,19200000,17694391.72,841984528,114801276,2147483668,616588324,85825450,2488076197,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645765489,59,55073,40,2,255,0.004237,0.035332
91290099,13377.02077,14270.62742,676.974735,418262.0705,2239955.952,19230893.52,19200000,16638098.33,841989545,114805812,2147483668,616604793,85825450,2532475262,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645765937,59,55073,40,2,255,0.004473,0.033223
91399012,9686.630613,12799.20671,596.806625,457548.6856,1975393.204,19230881.53,19200000,17489188.62,841993764,114809623,2147483668,616620937,85825450,2575952152,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645766513,59,55073,40,2,255,0.003944,0.034922
91507995,11607.3149,14626.13435,697.356468,436435.0403,2265353.312,19230925.92,19200000,17322389.73,841998668,114814036,2147483668,616637715,85825450,2619543011,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645767217,59,55073,40,2,255,0.004523,0.034589
91619003,9702.003459,13224.27213,648.601903,432644.4941,2099596.425,19230794.18,19200000,16603037.62,842002895,114817833,2147483668,616653381,85825450,2663943694,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645767729,59,55073,40,2,255,0.004192,0.033153
91731023,13015.53294,13586.85949,615.961435,450973.0405,2076754.151,19230780.22,19200000,17684636.67,842007804,114822240,2147483668,616670650,85825450,2708749383,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645768241,59,55073,40,2,255,0.004147,0.035313
91843098,16051.75106,14383.22552,687.039929,448985.0547,2245558.778,19230845.42,19200000,17661369.62,842012721,114826651,2147483668,616687810,85825450,2753577123,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645768497,59,55073,40,2,255,0.004484,0.035266
91953035,16145.61067,14362.77141,700.401139,421277.6408,2247532.678,19230777.63,19200000,16492081.83,842016939,114830436,2147483668,616703372,85825450,2797549583,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645768817,59,55073,40,2,255,0.004488,0.032931
92064996,13504.70253,12718.71455,571.62762,453398.9514,1939595.038,19230812.52,19200000,17656005.22,842021879,114834867,2147483668,616720540,85825450,2842331982,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645769329,59,55073,40,2,255,0.003873,0.035255
92175106,15865.95223,14276.63246,681.137045,446262.8281,2205812.369,19230896.38,19200000,17541821.81,842026819,114839302,2147483668,616737513,85825450,2886373933,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645769777,59,55073,40,2,255,0.004405,0.035027
92287866,17293.36644,14553.03299,709.471444,420814.1185,2327669.386,19230826.53,19200000,16477057.47,842031737,114843743,2147483668,616753857,85825450,2931481180,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645769969,59,55073,40,2,255,0.004648,0.032901
92397212,14696.46809,13160.06073,713.331992,448630.9513,1980831.489,19230772.04,19200000,17813866.08,842036358,114848091,2147483668,616771253,85825450,2975211135,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645770353,59,55073,40,2,255,0.003955,0.035571
92509123,17621.14537,15896.56066,1250.994094,450009.3825,2323364.102,19230844.15,19200000,18471597.97,842041277,114852518,2147483668,616788415,85825450,3019972962,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645770865,59,55073,40,2,255,0.004639,0.036884
92621838,17087.34419,14186.22189,683.13889,431956.705,2227281.196,19230785.61,19200000,16916044.89,842046210,114856954,2147483668,616804695,85825450,3065056873,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645771313,59,55073,40,2,255,0.004447,0.033778
92733106,14388.68318,12833.87856,584.175145,449401.4452,1973604.271,19230892.98,19200000,17511180.21,842050530,114860838,2147483668,616821257,85825450,3109644138,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645771761,59,55073,40,2,255,0.003941,0.034966
92843100,11755.18665,14818.99013,709.129589,455461.207,2339863.993,19230876.23,19200000,17987217.48,842055554,114865347,2147483668,616838316,85825450,3153560352,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645772145,59,55073,40,2,255,0.004672,0.035917
92955010,11348.40497,14261.4601,679.117148,419256.5454,2203538.558,19230899.83,19200000,16674515.24,842060467,114869756,2147483668,616854547,85825450,3198319998,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645772593,59,55073,40,2,255,0.0044,0.033295
93067100,10357.74824,12418.5922,570.969756,450289.9456,1931662.057,19230850.21,19200000,17151619.23,842064685,114873551,2147483668,616871114,85825450,3243153758,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645772913,59,55073,40,2,255,0.003857,0.034248
93178072,12066.10677,14273.87089,675.846159,448212.1616,2210368.381,19230896.08,19200000,17603278.3,842069556,114877940,2147483668,616888216,85825450,3287540092,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645773297,59,55073,40,2,255,0.004414,0.03515
93287746,16959.35226,14816.6384,711.198643,420099.5678,2306481.026,19230875.14,19200000,16854842.53,842074432,114882343,2147483668,616904286,85825450,3331406465,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645773745,59,55073,40,2,255,0.004606,0.033656
93399028,13524.19978,12616.59568,584.101652,446379.4684,1946307.579,19230899.88,19200000,17081989.9,842078629,114886128,2147483668,616920894,85825450,3375916527,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645774385,59,55073,40,2,255,0.003886,0.034109
93507995,16261.80403,14362.14634,688.281773,452109.3542,2245560.583,19230849.71,19200000,17757954.24,842083516,114890526,2147483668,616937683,85825450,3419501892,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645774705,59,55073,40,2,255,0.004484,0.035459
93618996,16585.43617,14567.43633,711.7053,425248.4212,2278438.933,19230862.79,19200000,16684777.61,842087733,114894312,2147483668,616953353,85825450,3463900142,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645775281,59,55073,40,2,255,0.00455,0.033316
93729099,14186.71608,12897.01461,581.273898,455782.3129,1995186.326,19230956.47,19200000,17773321.34,842092704,114898775,2147483668,616970535,85825450,3507938879,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645775601,59,55073,40,2,255,0.003984,0.035489
93841128,16701.03277,14273.09,678.395773,447687.6523,2233127.137,19230895.57,19200000,17587347.92,842097617,114903180,2147483668,616987458,85825450,3552749474,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645776049,59,55073,40,2,255,0.004459,0.035118
93953195,17159.37787,14375.32904,687.088974,414600.1945,2232146.841,19230852.97,19200000,16561387.38,842101932,114907045,2147483668,617003376,85825450,3597572172,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645776433,59,55073,40,2,255,0.004457,0.03307
94063201,14635.56533,12608.40318,581.786448,443803.0653,1962238.423,19230896.5,19200000,17000036.36,842106855,114911484,2147483668,617020422,85825450,3641572922,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645776945,59,55073,40,2,255,0.003918,0.033945
94175209,17686.2367,14793.58617,714.234698,462743.7326,2323173.345,19230876.37,19200000,18223707.24,842111719,114915891,2147483668,617037514,85825450,3686373643,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645777393,59,55073,40,2,255,0.004639,0.036389
94287852,15278.35729,14097.63589,674.69794,430688.1031,2228065.659,19230826.59,19200000,16851548.7,842116855,114920539,2147483668,617053875,85825450,3731429670,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645777841,59,55073,40,2,255,0.004449,0.033649
94398059,9681.780649,13020.95148,589.799196,452811.5274,1987360.15,19230811.11,19200000,17664186.49,842121081,114924349,2147483668,617070377,85825450,3775509056,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645778289,59,55073,40,2,255,0.003968,0.035272
94509122,12524.42308,14811.41334,711.307996,434492.1351,2303692.499,19230877.97,19200000,17311129.72,842126010,114928786,2147483668,617087488,85825450,3819931441,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645778673,59,55073,40,2,255,0.0046,0.034567
94621529,12187.85307,13958.20545,676.114477,433860.8806,2200467.942,19230839.72,19200000,16786810.43,842130928,114933196,2147483668,617103746,85825450,3864892787,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645779377,59,55073,40,2,255,0.004394,0.03352
94733055,11835.8051,12777.2896,573.857217,454450.0834,1951526.998,19230914.76,19200000,17710121.41,842135151,114936990,2147483668,617120321,85825450,3909500873,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1645779761,59,55073,40,2,255,0.003897,0.035363
