timestamp,hw.md.RenderBasic.SYSMEM_TRANSACTION_READ,hw.md.RenderBasic.SYSMEM_TRANSACTION_WRITE,hw.md.RenderBasic.HOST_TO_GPUMEM_TRANSACTION_READ,hw.md.RenderBasic.HOST_TO_GPUMEM_TRANSACTION_WRITE,hw.raw.RenderBasic.GPU_MEMORY_BYTE_READ,hw.raw.RenderBasic.GPU_TIME,hw.gpu.symbols.GpuTimestampFrequency,hw.raw.RenderBasic.GPU_MEMORY_BYTE_WRITE,hw.gal.d_gpu_busy,hw.gal.d_gti_busy,hw.gal.d_crystal_clock,hw.gal.d_gpu_sq_fifo_full,hw.gal.d_gpu_sq_fifo_stalled,hw.gal.d_gpu_ticks,hw.gal.d_unslice_freq_req,hw.gal.d_slice_freq_req,hw.gal.d_unslice_freq,hw.gal.d_slice_freq,hw.gal.ia_freq,hw.gal.ring_freq,hw.gal.qclk_ratio,hw.gal.qclk_base,hw.gal.gt_perf_limit,hw.gal.gtlimit_prochot,hw.gal.gtlimit_thermal,hw.gal.gtlimit_ratl,hw.gal.gtlimit_vr_thermalert,hw.gal.gtlimit_vr_tdc,hw.gal.gtlimit_other,hw.gal.gtlimit_max_vid,hw.gal.gtlimit_pbm_pl1,hw.gal.gtlimit_pbm_pl2,hw.gal.gtlimit_ineff_op,hw.gal.gtlimit_psys_crit,hw.gal.d_pkg_joules,hw.gal.d_pkg_temp,hw.gal.rc6_res,hw.gal.pg_req,hw.gal.pg_status,hw.gal.ia_pstate_limit,hw.md.RenderBasic.GPU_MEMORY_BYTE_READ_RATE,"hw.md.RenderBasic.GPU_MEMORY_BYTE_WRITE_RATE
"
163714139,2044978.162,130521.6707,3978.767848,1070288.551,8502292.313,19230895.13,19200000,591675748.5,845059147,117485354,2147483668,633450187,85825450,1937802005,583,583,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646184324,57,55073,40,2,255,0.016977,1.18145
163824201,1987770.529,131725.7546,4106.776181,1019625.302,15332948.7,19230878.96,19200000,2319232787,845114489,117540696,2147483668,633604802,85825450,2003828035,583,583,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646184499,57,55073,40,2,255,0.030617,4.631018
163933285,2381201.643,151653.7714,4794.470316,1287604.048,7960516.666,19230895.46,19200000,191949341.8,845162050,117588257,2147483668,633737773,85825450,2065501533,516,516,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646185396,56,55073,40,2,255,0.015895,0.383282
164044311,2384243.33,196611.6045,17446.36392,1512690.721,12030425.31,19230882.86,19200000,251882270.8,845194098,117620301,2147483668,634135383,85825450,2331590073,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646252489,59,55073,40,2,255,0.024022,0.502956
164155874,2139562.4,220019.182,26630.69297,1836173.283,14844303.22,19230900.93,19200000,300653567.9,845215944,117642147,2147483668,634524279,85825450,2632843221,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646330249,60,55073,40,2,255,0.029641,0.600341
164264939,1960904.048,182212.4421,18695.27346,1422747.903,11805061.2,19230880.67,19200000,232225709.4,845249250,117675442,2147483668,634709354,85825450,2802992302,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,57,55073,40,2,255,0.023572,0.463706
164375977,1756812.983,117004.9893,5088.348133,1095003.512,6382976.999,19230893.93,19200000,147329923.1,845292344,117718536,2147483668,634795486,85825450,2847405766,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,57,55073,40,2,255,0.012745,0.294186
164487025,1452957.28,103828.9749,3367.912975,904536.7769,6182371.587,19230918.16,19200000,153201453.4,845339023,117765175,2147483668,634892668,85825450,2891822552,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,57,55073,40,2,255,0.012345,0.30591
164596057,1507181.378,97815.32027,2944.089808,972558.5149,5488150.268,19230868,19200000,125947951.1,845379789,117805925,2147483668,634976187,85825450,2935444044,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,57,55073,40,2,255,0.010959,0.251492
164705099,1449267.255,92982.5205,2824.599696,949606.5736,5055336.476,19230874.34,19200000,122307523.7,845422934,117849087,2147483668,635063296,85825450,2979048527,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,56,55073,40,2,255,0.010094,0.244222
164815635,1489207.136,95416.87776,2849.750308,948704.4945,5178285.807,19230793.59,19200000,124443050.2,845463849,117889985,2147483668,635146439,85825450,3023258670,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368845,56,55073,40,2,255,0.01034,0.248488
164925669,1463529.455,93852.80913,2790.046713,931593.871,5054219.605,19230928.62,19200000,122277905,845504609,117930745,2147483668,635229443,85825450,3067269894,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368862,56,55073,40,2,255,0.010092,0.244162
165034202,1430523.435,91769.32362,2754.922466,925617.0934,4890881.115,19230851.45,19200000,119994296.7,845544297,117970433,2147483668,635311084,85825450,3110681779,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368862,56,55073,40,2,255,0.009766,0.239604
165145252,1299846.916,83638.0009,2467.357046,884484.4665,4547149.932,19230923.01,19200000,110124763.6,845582003,118008149,2147483668,635388574,85825450,3155100825,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368862,56,55073,40,2,255,0.00908,0.219895
165256787,1309472.363,84224.68284,2492.491146,842462.0074,4531375.801,19230851.3,19200000,110030098.2,845619029,118045165,2147483668,635463678,85825450,3199712912,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646368862,56,55073,40,2,255,0.009048,0.219707
165366820,941163.1056,74895.7131,2417.456581,1202830.06,16425626.86,19230921.63,19200000,2942409550,845709334,118135470,2147483668,636748413,85825450,3243729296,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.032798,5.875357
165477881,1260496.484,119078.7045,3934.774583,6887260.154,23888322.63,19230846.11,19200000,3047537533,845754860,118180996,2147483668,637096629,85825450,3288137281,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.0477,6.085299
165587942,349787.8449,26312.68115,1044.875115,119070.3337,1626834.21,19230926.49,19200000,120719146.7,845754860,118180996,2147483668,637096629,85825450,3332159311,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.003248,0.24105
165696595,0,2632.232888,0,0,2678.250946,19230844.98,19200000,0,845754860,118180996,2147483668,637096629,85825450,3375617146,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.000005,0
165807829,0,2634.0867,0,916.985814,2346.404876,19230927.59,19200000,28165.84857,845756632,118182353,2147483668,637137631,85825450,3420109345,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.000005,0.000056
165918153,3933.867517,6218.048657,435.082122,6943.185526,59879101.56,19230847.32,19200000,130119466.3,845756632,118182353,2147483668,637137985,85825450,3464235753,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.119566,0.259821
166027290,0,2638.885071,27.488386,3683.443745,38804.43846,19230792.49,19200000,120188.3871,845756632,118182353,2147483668,637137985,85825450,3507887421,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646369054,56,55073,40,2,255,0.000077,0.00024
166137311,58252.51543,7980.294671,236.318521,2322602.049,199715727,19230928.64,19200000,140642595.5,845760492,118183261,2147483668,637470958,85825450,3773241679,4250,4250,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646436279,59,55073,40,2,255,0.398789,0.280833
166247285,0,2636.986924,0,16494.80786,22250.71381,19230881.84,19200000,531407.4236,845761684,118184128,2147483668,637489014,85825450,4054050656,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646508950,58,55073,40,2,255,0.000044,0.001061
166356218,6646.287167,7454.123177,679.316644,167001.735,68434964.61,19230894.22,19200000,285067160.5,845766497,118188941,2147483668,637567692,85825450,4097615385,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646509321,57,55073,40,2,255,0.13665,0.569218
166466251,1290.521934,5807.348704,518.02641,67125.31695,1179664.283,19230876.19,19200000,173575963.6,845770184,118192289,2147483668,637616666,85825450,4141624593,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646509833,56,55073,40,2,255,0.002356,0.346595
166577318,243.096509,3745.486958,162.06434,19969.92806,62129606.45,19230923.68,19200000,2291184.6,845771080,118193117,2147483668,637618102,85825450,4186049003,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646509910,56,55073,40,2,255,0.124059,0.004575
166688329,6828.152165,6909.225212,369.332769,68542.75702,155952878.5,19230851,19200000,13508273.95,845772966,118194205,2147483668,637641630,85825450,4230453666,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646509979,56,55073,40,2,255,0.311405,0.026973
166798317,0,2636.651271,209.113721,8191.802742,88773.32073,19230897.92,19200000,266329.0541,845777781,118199020,2147483668,637719441,85825450,4274446249,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646510363,56,55073,40,2,255,0.000177,0.000532
166909339,1891.516997,7088.685125,495.397309,204887.3196,2610437.571,19230846.14,19200000,491717452.4,845780432,118201671,2147483668,637756571,85825450,23883646,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646511067,56,55073,40,2,255,0.005213,0.981857
167018874,246.496554,3240.973205,182.59004,4026.110376,206573.2414,19230921.62,19200000,1323996.896,845781905,118202563,2147483668,637773543,85825450,67701126,400,400,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646511067,56,55073,40,2,255,0.000412,0.002644
167129915,540.340955,4998.153835,396.250034,30943.52537,132679730.9,19230878.68,19200000,3486153.763,845787158,118206924,2147483668,637828158,85825450,112112028,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646511451,56,55073,40,2,255,0.264933,0.006961
167240019,136189.4209,17428.97624,1153.454915,423390.6125,110894626.9,19230799.97,19200000,1571743061,845834042,118252978,2147483668,639606091,85825450,245149672,1900,1900,0,0,52,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646512023,57,55073,40,2,255,0.221434,3.138452
167348985,4083227.796,65644.32942,3331.314355,1174531.505,113755107.1,19230971.13,19200000,4332090065,845838430,118255964,2147483668,639880557,85825450,535410961,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646585461,59,55073,40,2,255,0.227144,8.650227
167458037,293126.215,30994.388,1173.751972,423513.5532,371561631.1,19230926.53,19200000,54490756.7,845842571,118258327,2147483668,639962134,85825450,691150943,1116,1116,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646594944,57,55073,40,2,255,0.741928,0.108806
167566040,94414.04405,13805.17208,574.058128,474773.8489,179051424.5,19230882.48,19200000,28601483.29,845873886,118279826,2147483668,640601758,85825450,800206730,850,850,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646598180,57,55073,40,2,255,0.357528,0.057111
167675082,252930.0636,69129.32632,4025.971644,3218402.084,1128860375,19230810.15,19200000,433676198.2,845888834,118282881,2147483668,641165310,85825450,892888678,816,816,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646599755,57,55073,40,2,255,2.254104,0.865963
167783612,376209.343,41748.82521,2874.781166,7519718.05,1243751857,19230922.33,19200000,679174329.7,845927182,118295055,2147483668,642071526,85825450,974734121,683,683,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646600300,56,55073,40,2,255,2.483504,1.356165
167892656,581114.0457,60131.68996,4383.551594,8841715.271,1319012646,19230879.28,19200000,814366118.3,845969041,118308942,2147483668,643007795,85825450,1056484300,833,833,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646601166,56,55073,40,2,255,2.633789,1.626117
168003730,389569.1161,44105.73131,2889.965248,11028998.69,1329298009,19230774.08,19200000,920193582.7,846008851,118319622,2147483668,644189314,85825450,1152935746,966,966,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646603287,57,55073,40,2,255,2.654342,1.837442
168113230,565598.1735,58876.71233,3835.616438,11623232.88,1644678457,19230821.92,19200000,1077387068,846047110,118329072,2147483668,645389007,85825450,1260570269,950,950,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646607434,56,55073,40,2,255,3.284085,2.151321
168223298,216411.6728,35714.28571,2389.431987,11152442.13,1331990642,19230920.89,19200000,937268316,846077916,118335637,2147483668,646464074,85825450,1365107277,950,950,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646610698,56,55073,40,2,255,2.659698,1.871523
168333315,187116.5365,26568.62121,1654.289792,11559259.02,1326963733,19230846.14,19200000,956201041.7,846114833,118341499,2147483668,647607120,85825450,1469640018,950,950,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646614474,56,55073,40,2,255,2.649671,1.909335
168443889,581836.5981,57273.86185,3726.01154,9092164.523,1274943423,19230922.28,19200000,820230090.3,846174875,118356971,2147483668,648761208,85825450,1625001680,2416,2416,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646632940,57,55073,40,2,255,2.545787,1.637822
168554867,773081.1512,60507.48797,3766.512282,12731217,1637238308,19230847.56,19200000,941654490.1,846185593,118358130,2147483668,651362344,85825450,1882509457,2066,2066,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646674026,57,55073,40,2,255,3.269224,1.880288
168664905,1763.027318,9405.841618,536.178411,10630045.98,1395223586,19230920.23,19200000,909377369.6,846190416,118358927,2147483668,652103121,85825450,2098917585,1566,1566,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646678008,57,55073,40,2,255,2.785961,1.81583
168774924,1508.830293,8443.996037,499.913651,31939.93765,934324871.2,19230851.03,19200000,207442623.5,846207568,118360746,2147483668,652924263,85825450,2270153679,1450,1450,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646681980,57,55073,40,2,255,1.865652,0.41422
168884956,72906.06369,12959.86622,745.237749,1455931.002,1136296423,19230787.41,19200000,316821424.7,846214174,118361754,2147483668,653503912,85825450,2423859547,1133,1133,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646685636,57,55073,40,2,255,2.268955,0.632628
168996000,1584.957314,8798.314182,558.337236,33131.01113,939098519.5,19230809.41,19200000,219354841.3,846222115,118362951,2147483668,654018233,85825450,2549146384,900,900,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646689399,57,55073,40,2,255,1.875188,0.438007
169106513,1520.183146,8514.835359,515.776424,35027.55332,933273442.9,19230796.38,19200000,210015102.3,846231806,118364541,2147483668,654484169,85825450,2648619980,900,900,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646692442,56,55073,40,2,255,1.863558,0.419358
169217057,1637.35707,8865.248227,515.631785,35596.68548,1019465435,19230894.49,19200000,223675323.9,846244924,118366572,2147483668,654982054,85825450,2731844514,733,733,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646692869,56,55073,40,2,255,2.035655,0.446632
169327603,1637.327447,9091.238037,569.898504,35641.27151,1057787591,19230881.26,19200000,229693865,846259118,118368710,2147483668,655399296,85825450,2800075862,600,600,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646693200,56,55073,40,2,255,2.112178,0.45865
169438160,1492.442812,8384.815073,497.480937,36831.67959,999649502.1,19230894.47,19200000,206445363,846275963,118371408,2147483668,655796740,85825450,2857685660,500,500,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646693917,56,55073,40,2,255,1.996087,0.412227
169548704,1564.987697,8657.186279,542.7703,36284.19453,1046419335,19230876.39,19200000,216302911.1,846294518,118374589,2147483668,656183373,85825450,2909175792,433,433,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646694882,56,55073,40,2,255,2.089478,0.431911
169657310,1896.764451,10008.65514,561.66326,41213.19264,1007345957,19230898.85,19200000,211401055.2,846315816,118378768,2147483668,656566902,85825450,2954738417,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646695764,56,55073,40,2,255,2.011455,0.422123
169767850,1555.997829,8675.592546,560.882938,33761.53429,1045459454,19230875.7,19200000,216297349.4,846337130,118382341,2147483668,656938871,85825450,2998951559,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646695892,56,55073,40,2,255,2.087562,0.4319
169875888,1536.496418,8571.058331,527.592144,39847.09084,1029399304,19230928.01,19200000,213197560.1,846358620,118386069,2147483668,657310951,85825450,3042165067,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646696212,56,55073,40,2,255,2.055488,0.425709
169986980,1557.26785,8668.49098,513.088251,37851.51046,1045584660,19230880.71,19200000,216300129.6,846379956,118390075,2147483668,657683790,85825450,3086601196,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646696276,56,55073,40,2,255,2.087811,0.431906
170097041,2026.149135,9767.310855,1044.875115,37361.09975,998021887.9,19230899.23,19200000,207481124.1,846401274,118393622,2147483668,658055709,85825450,3130632350,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646696596,56,55073,40,2,255,1.992837,0.414296
170207074,1508.638318,8452.009852,499.850045,37179.75516,1008232739,19230848.93,19200000,208585533.4,846422614,118397219,2147483668,658427608,85825450,3174631225,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646696852,56,55073,40,2,255,2.013231,0.416502
170317625,1537.751807,8593.318921,506.553536,38470.93197,1029183336,19230925.09,19200000,212904125.7,846443928,118400767,2147483668,658799591,85825450,3218866852,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646696916,56,55073,40,2,255,2.055057,0.425124
170426632,1504.490537,8439.824965,541.249645,38208.55541,1008425899,19230847.56,19200000,208682112.2,846466365,118404604,2147483668,659179172,85825450,3262451058,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646697108,56,55073,40,2,255,2.013617,0.416695
170535172,1547.816473,8605.122535,534.365211,39957.61931,1036881224,19230808.92,19200000,214583213.6,846486968,118408243,2147483668,659544672,85825450,3305867407,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646697492,56,55073,40,2,255,2.07044,0.428479
170645212,1672.119229,9069.429298,527.081061,41884.76918,1158844793,19230916.03,19200000,232144956.4,846511148,118412212,2147483668,659968705,85825450,3349878445,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646697748,56,55073,40,2,255,2.313964,0.463544
170756105,1523.991596,8557.798959,523.026701,40255.02061,1020507507,19230925.31,19200000,211252134.9,846533510,118416577,2147483668,660346443,85825450,3394232384,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698004,56,55073,40,2,255,2.037733,0.421825
170865148,2017.552709,10509.61547,669.460671,50438.81771,1054344460,19230872.22,19200000,226742716.2,846554754,118420038,2147483668,660720651,85825450,3437851876,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698132,56,55073,40,2,255,2.105304,0.452757
170973684,1557.087049,8669.9344,534.384905,37886.04703,1057069765,19230881.92,19200000,215807676.7,846576101,118423678,2147483668,661094758,85825450,3481260684,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698324,56,55073,40,2,255,2.110745,0.430922
171082737,1540.535336,8546.303174,513.511779,41649.47319,1040176795,19230924.41,19200000,212704584,846597436,118427241,2147483668,661468793,85825450,3524880979,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698452,56,55073,40,2,255,2.077008,0.424725
171192774,1508.583476,8451.702609,536.183284,41231.58574,1019052773,19230849.62,19200000,208325290.6,846618772,118430819,2147483668,661842938,85825450,3568905529,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698708,56,55073,40,2,255,2.034836,0.415982
171302827,1535.623745,8577.685297,508.845738,42524.96524,1040451455,19230925.1,19200000,212556686.3,846640087,118434327,2147483668,662216858,85825450,3612937131,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646698836,56,55073,40,2,255,2.077557,0.42443
171412861,1572.241307,8670.04744,518.021702,43559.2635,1057231138,19230874.09,19200000,215996864.6,846661531,118437970,2147483668,662591289,85825450,3656923996,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646699028,56,55073,40,2,255,2.111068,0.4313
171521927,1485.339152,8389.415583,531.788092,42102.94684,1008716346,19230896.89,19200000,206433984.9,846682907,118441550,2147483668,662965221,85825450,3700549290,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646699412,56,55073,40,2,255,2.014191,0.412205
171632464,1556.040059,8648.68777,515.664438,44292.86121,1057220008,19230881.97,19200000,216038602.5,846704251,118445060,2147483668,663339480,85825450,3744762223,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646699604,56,55073,40,2,255,2.111045,0.431383
171743013,1492.550815,8385.421849,515.608463,46703.27185,1009253571,19230893.09,19200000,206281467.9,846725590,118448613,2147483668,663713675,85825450,3788971482,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646699924,56,55073,40,2,255,2.015265,0.4119
171853556,1565.001854,8675.357101,515.636449,45457.42381,1057309038,19230878.48,19200000,216088680.4,846747140,118455535,2147483668,664095444,85825450,3833191833,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646700052,56,55073,40,2,255,2.111223,0.431483
171963094,8590.626084,27597.72864,7595.537622,56866.11039,1111155827,19230796.62,19200000,239196835.8,846771965,118466046,2147483668,664537095,85825450,3877003886,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646700372,56,55073,40,2,255,2.218753,0.477628
172073617,4388.226885,16259.0592,3483.437836,52794.44098,1009474381,19230893.12,19200000,211776661.9,846793575,118471968,2147483668,664916875,85825450,3921207800,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646700820,56,55073,40,2,255,2.015705,0.422873
172184145,3528.517661,13806.45628,2497.104806,49887.81123,1057475979,19230882.67,19200000,219583182.5,846817265,118476273,2147483668,665327936,85825450,3965420224,400,400,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646701076,56,55073,40,2,255,2.111556,0.438461
172295165,1702.395965,59818.0508,585.480094,47865.24951,1152984534,19230895.33,19200000,236065690.9,846839204,118479925,2147483668,665720286,85825450,4009818074,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646701332,56,55073,40,2,255,2.302264,0.471373
172405264,1562.230356,8683.094306,517.715874,47620.77766,1057053080,19230874.03,19200000,216113715.8,846860357,118483267,2147483668,666094470,85825450,4053852978,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646701588,56,55073,40,2,255,2.110712,0.431534
172516237,1486.848152,8389.428059,513.638453,50174.36674,1009180729,19230894,19200000,206431708.6,846881600,118486693,2147483668,666468736,85825450,4098243120,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646701908,56,55073,40,2,255,2.015119,0.4122
172626743,1511.230159,8442.980472,497.710532,46739.54355,1019216432,19230847.19,19200000,208446021,846902897,118490217,2147483668,666842891,85825450,4142443924,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646702100,56,55073,40,2,255,2.035163,0.416223
172737278,1628.443479,8856.923147,551.861401,49531.8225,1034942643,19230777.58,19200000,211743800.6,846927138,118494106,2147483668,667270427,85825450,4186653563,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646702356,56,55073,40,2,255,2.066573,0.42281
172846784,1652.877468,9077.128194,557.047102,48563.54903,1197110003,19230818.4,19200000,244450148.9,846948342,118498226,2147483668,667646429,85825450,4230454815,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646702548,56,55073,40,2,255,2.390383,0.488117
172957361,2450.780904,10960.68803,1474.085931,48762.40086,1009189832,19230897.93,19200000,208134440.3,846966631,118501282,2147483668,667967206,85825450,4274695560,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646702676,56,55073,40,2,255,2.015137,0.4156
173073000,1297.140238,7661.775007,432.380079,46991.06703,881190100.2,19230882.31,19200000,180303435.7,846986466,118504801,2147483668,668472411,85825450,25974863,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646703508,56,55073,40,2,255,1.75955,0.360028
173177387,1207.046854,7280.600075,23202.12287,4477885.177,801645406,19230852.5,19200000,358327023.5,847051369,118524071,2147483668,669386842,85825450,67733513,400,400,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646704724,56,55073,40,2,255,1.600719,0.715504
173287445,593541.5872,63121.26333,6214.904868,5175271.221,3222493076,19230841.92,19200000,1187940740,847166337,118546438,2147483668,671898259,85825450,118142467,550,550,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646707185,56,55073,40,2,255,6.43465,2.372071
173397126,172728.1845,54932.03016,83669.91548,2906674.811,8864368441,19230778.35,19200000,3712287826,847268073,118557745,2147483668,685264568,85825450,291825500,4250,4250,0,0,50,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646788387,62,55073,40,2,255,17.700363,7.412693
173506641,33155.27553,62265.44309,45646.71506,790147.4684,3136711574,19230936.4,19200000,1360108442,847288235,118564032,2147483668,689611628,85825450,587394311,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646880292,62,55073,40,2,255,6.263331,2.715841
173617159,14613.00422,14902.54981,796.250385,441529.8865,4211244132,19230804.03,19200000,1632199434,847288235,118564032,2147483668,689611629,85825450,885792452,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1646957394,60,55073,40,2,255,8.408997,3.25917
173727195,9240666.691,38569.19554,51728.52521,788123.8867,2612090334,19230906.25,19200000,1446024492,847302246,118570452,2147483668,693298796,85825450,1182943686,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1647043457,60,55073,40,2,255,5.215785,2.887401
173837222,54.532069,2872.022322,45.443391,36.354713,48424.47763,19230870.6,19200000,8157388.641,847302246,118570452,2147483668,693298797,85825450,1479927304,4250,4250,0,0,51,0,0,0,131072,0,0,0,0,0,0,0,0,0,0,0,1647120842,60,55073,40,2,255,0.000097,0.016289
