sw.intercept.QueryHW.data.Triggers.FrameNumber,FrameRate,Mean(HWContext),Mean(GPUBusyTicksDelta),Mean(SliceFreq),Mean(UnsliceFreq),Mean(hw.gpu.eu_count),Mean(hw.gpu.eu_threads),Mean(hw.gpu.info.timestamp_freq),Mean(hw.gpu.symbols.GpuTimestampFrequency),Mean(hw.gpu.symbols.XeCoreTotalCount),Mean(GPUTimeDelta),Mean(GPUTicksDelta),Mean(hw.raw.BMG_AMX_20_WW30.cycle_count),Mean(hw.raw.BMG_AMX_20_WW30.GPU_TIME),Mean(hw.md.BMG_AMX_20_WW30.CLIPPER_PRIMITIVE_OUTPUT),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_READ),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.L3_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RASTERIZER_TRANSACTION_OUTPUT),Mean(hw.md.BMG_AMX_20_WW30.RENDER_CACHE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RT_INSTANCE_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_INTERNAL_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_QUAD_TEST_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_TRAVERSAL_STEP_RAY_COUNT),Mean(hw.raw.BMG_AMX_20_WW30.SAMPLER_ACTIVE_CYCLES),Mean(hw.md.BMG_AMX_20_WW30.std.dispatch.tdg_tdc.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.gs_ms_sol.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.hs_task_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.sol_cl.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.te_ted.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ted_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf_vs.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vfg_vf.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.evict.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.rd_return.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.rd),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.wr),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_accept.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_reject.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.URB_READ),Mean(hw.md.BMG_AMX_20_WW30.URB_WRITE),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_ALU2_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_CONTROL_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_MATH),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_SEND_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_BF16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT2),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT4),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT8),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ALL_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ASYNC_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_PS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_VS_CYCLES),Mean(ReportReason),Mean(Context),Min(GPUTimestamp),Max(GPUTimestamp)
277,22.86283897,22131.174141,0,0,2800,160,8,19200000,19200000,20,176.72444444,25753.84202,25753.84202,176.72444444,126.55353535,169419.66222,92027.500606,15860.539798,387.0569697,5820.0731313,85.757171717,5525.96,46.157979798,5657.8751515,111994.73899,109.26181818,0,0,653.38828283,652.97454545,653.38828283,0,0,785.3389899,101.3430303,697.34626263,3.623030303,763.34020202,523.82060606,10440.726061,38738.549899,126763.14141,120266.59636,126.70989899,302.56929293,98.514747475,358.88565657,1404.4189899,1725.8666667,0,83028.878788,4167.8642424,1192957.32,0,30853.94101,495866.80444,35959.168889,256328.36848,251204.15838,0,0,0,0,0,2866461.7143,134349.93253,1953432.8461,705533.50626,18329.825859,27.930909091,932082955.74,41182654653,41183092044
278,21.779090331,22125.799303,0,0,2800,160,8,19200000,19200000,20,177.8988764,25925.52809,25925.52809,177.8988764,120.75745835,190107.72259,115373.97288,15401.465324,370.09337466,5621.7783805,977.79039132,5204.2901976,47.029833398,6229.1104223,108293.27974,104.42115459,0,0,626.40914374,626.0123983,626.40914374,0,0,748.4552499,95.368461836,668.6210771,3.6094537001,731.70282836,501.25377761,10196.107323,37523.051143,124392.25649,116030.46571,120.93994576,290.29445951,94.015885316,345.36884928,1339.6454862,1646.5447501,0,79687.679969,3948.10926,1162818.2406,0,29534.654398,477047.44479,35242.619527,248793.37001,242966.21193,0,0,0,0,0,2803439.179,130476.37156,1899675.3793,702526.92871,17788.542038,27.679194111,923375677.81,41183092045,41183551201
279,22.621517135,22107.076923,0,0,2800,160,8,19200000,19200000,20,177.10697115,25809.05649,25809.05649,177.10697115,98.056490385,168991.69231,91817.128205,15699.765224,382.46594551,5886.0741186,83.173076923,4196.1666667,54.007211538,4333.3469551,111355.17147,62.087339744,0,0,296.81850962,296.40825321,296.81850962,0,0,356.68309295,42.119791667,340.40144231,2.6458333333,295.05889423,281.08854167,10398.907051,37986.659455,126883.32492,118823.28846,98.216746795,94.061298077,95.284455128,358.95392628,830.73637821,988.02924679,0,82350.857772,4105.4659455,1197770.754,0,30848.687099,493860.88141,35833.973157,256163.70833,250020.19111,0,0,0,0,0,2856760.1795,135662.34415,1941031.5264,711874.71995,13319.258814,28.158653846,939979210.62,41183551203,41183993260
280,22.089049795,22297.38843,0,0,2800,160,8,19200000,19200000,20,178.16410862,25964.593467,25964.593467,178.16410862,121.64266037,194824.76505,119435.13262,15709.747737,375.41164896,5858.5922865,853.57378985,5617.7843369,47.353404172,6518.7115309,109251.52932,105.08933491,0,0,633.47697757,633.07398662,633.47697757,0,0,755.53797717,96.945690673,675.87170405,3.4927194018,743.21959858,504.815427,10409.415584,37315.377804,127083.04959,118085.16214,121.79063361,294.43644235,94.508854782,352.52656434,1351.0365998,1658.3242818,0,81169.260134,4523.7697757,1181784.4652,0,30613.896891,486476.54467,35272.144431,252569.24833,246248.99252,0,0,0,0,0,2817860.0386,130879.12279,1894334.4774,721286.25344,17775.584022,27.603305785,920765240.16,41183993262,41184445975
281,18.454031929,21832.82086,0,0,2800,160,8,19200000,19200000,20,183.50457162,26743.738571,26743.738571,183.50457162,82.088723332,143067.93634,77789.410091,13232.442939,323.61835422,4834.298002,473.10633254,4734.5435151,42.730104978,5250.3799526,94851.509651,52.374195733,0,0,251.2495767,250.9028107,251.2495767,0,0,300.4500508,35.655943109,287.74703691,2.3149339655,250.86183542,236.23501524,8759.3129021,32246.161869,108384.73756,100736.02472,82.211310532,80.334913647,80.502201151,304.28818151,698.0149001,845.5411446,0,69673.313579,3459.5137149,1023598.045,0,26075.387741,418191.02438,30350.734846,218024.8317,211978.32882,0,0,0,0,0,2973266.6238,112643.97528,2183406.8188,619580.80833,11256.829326,24.809007789,824045598.1,41184445977,41184987864
282,22.268639965,21996.209857,0,0,2800,160,8,19200000,19200000,20,178.48330684,26010.221383,26010.221383,178.48330684,122.82193959,194271.74563,118016.61049,15686.309618,372.94793323,5673.8410175,834.16732909,6341.5,48.05127186,7223.718601,109526.44952,106.50039746,0,0,640.99244833,640.5854531,640.99244833,0,0,765.20031797,97.862082671,684.04332273,3.6021462639,750.53616852,511.80882353,10423.384738,37532.872019,126278.6721,118495.64467,122.95747218,298.02782194,98.12718601,349.96661367,1366.2265501,1684.0572337,0,81612.419316,4042.0743243,1167628.618,0,29957.803259,486849.87122,35041.755167,251456.47377,246193.95072,0,0,0,0,0,2827424.8315,134075.20747,1917656.1316,703570.52186,18032.192766,27.867647059,929914599.51,41184987866,41185436928
283,23.038714255,22138.530813,0,0,2800,160,8,19200000,19200000,20,178.32949877,25988.163517,25988.163517,178.32949877,113.77074774,172220.68694,93797.916187,15948.871816,388.86359901,5896.6388661,1041.8344289,5899.9104355,47.362777321,6989.1076417,113134.81265,86.875513558,0,0,483.38003287,482.95932621,483.38003287,0,0,578.45069844,72.450698439,527.85209532,3.1359901397,539.19186524,409.1232539,10604.429745,38086.756779,128418.87716,122080.29499,113.94042728,202.40468365,101.08627773,362.6409203,1134.5135579,1377.3993426,0,83903.031224,4148.5850452,1202283.0879,0,30679.939606,498933.78636,36105.613394,259996.42399,253110.49959,0,0,0,0,0,2845752.2732,139096.03081,1930705.6467,702881.07888,16862.078061,27.892769104,930780168.27,41185436930,41185870982
284,22.42092141,22091.560143,0,0,2800,160,8,19200000,19200000,20,177.05994442,25802.625248,25802.625248,177.05994442,109.02937674,194169.44502,117946.08019,15650.171497,374.11949186,5705.1234617,963.83088527,5182.4084954,43.751091703,6189.9904724,109271.20802,83.355696705,0,0,465.40730449,465.00079397,465.40730449,0,0,555.05915046,70.104803493,508.13894403,3.084954347,520.96109567,391.48630409,10406.449782,37486.776102,124743.24851,117899.19929,109.21079794,195.18777293,94.90789996,351.81341802,1085.0393013,1318.3243351,0,81138.79476,4037.3632394,1163302.3438,0,29880.684399,483143.63875,34981.069075,250924.89401,245074.54109,0,0,0,0,0,2832373.2747,134614.34061,1917316.372,709476.60341,16194.728464,27.935688765,932268116.33,41185870984,41186316996
285,22.527596305,22005.623003,0,0,2800,160,8,19200000,19200000,20,177.27715655,25834.099042,25834.099042,177.27715655,123.33626198,168678.54313,91542.185304,15620.77476,380.12180511,5784.8446486,304.06190096,4589.1122204,53.438498403,4946.6126198,110427.04792,107.26916933,0,0,644.25079872,643.84185304,644.25079872,0,0,769.80071885,98.194089457,687.10463259,3.5626996805,753.73682109,515.44488818,10340.315895,37855.583866,125616.93291,118814.65535,123.49321086,299.79273163,95.540734824,358.26357827,1376.9404952,1695.5782748,0,82092.126198,4099.8107029,1183413.3379,0,30581.660543,490723.59625,35538.680112,254392.99521,248238.65855,0,0,0,0,0,2817294.4006,135126.04752,1913492.1062,695439.28474,18768.595447,27.946086262,932628911.71,41186316998,41186760898
286,22.116016198,22152.319499,0,0,2800,160,8,19200000,19200000,20,177.04111198,25800.485121,25800.485121,177.04111198,120.9467502,193191.09162,117032.29444,15500.343774,374.75841817,5807.3931088,811.40250587,5335.6542678,56.505481597,6203.5622553,108687.96163,104.64369616,0,0,630.73296789,630.33202819,630.73296789,0,0,751.5238841,96.58183242,672.74628034,3.5595144871,739.87039937,502.14095536,10301.077134,37260.322631,123582.01605,116879.222,121.09866875,293.12411903,94.111198121,350.03876273,1342.3778387,1648.2204385,0,80203.949099,3950.1851997,1160161.1919,0,29228.85278,474793.86648,34442.241582,249216.65153,243612.29013,0,0,0,0,0,2784936.0384,131754.39624,1876668.6668,705063.26194,17954.016053,28.133907596,939126413.92,41186760900,41187213061
287,22.926840452,22113.425101,0,0,2800,160,8,19200000,19200000,20,176.58785425,25734.59919,25734.59919,176.58785425,97.568016194,170997.73927,92047.02834,15718.557895,381.4437247,5664,1142.842915,6065.4805668,58.11659919,7266.440081,111080.82915,62.030364372,0,0,297.9465587,297.53198381,297.9465587,0,0,357.00161943,42.305263158,341.33805668,2.6558704453,297.61417004,280.68704453,10451.925101,37759.899595,126454.85506,120647.12915,97.751012146,95.268421053,100.00931174,350.18947368,827.71781377,999.88421053,0,82692.821457,4131.1995951,1167997.1753,0,30571.725101,493011.03765,35321.163158,253007.08502,248862.28097,0,0,0,0,0,2808072.5134,135919.53887,1918807.7818,683313.34615,13464.123887,28.342510121,946346841.39,41187213063,41187649233
288,22.491368937,22095.819646,0,0,2800,160,8,19200000,19200000,20,178.99235105,26084.336151,26084.336151,178.99235105,137.1284219,196805.46216,118352.18035,15930.811192,385.1763285,5652.6376812,1099.9907407,6390.428744,55.201690821,7545.6211755,110590.312,130.16384863,0,0,822.93800322,822.5257649,822.93800322,0,0,980.77697262,127.07125604,866.30797101,4.0152979066,992.20249597,633.55434783,10596.889694,38025.813607,126740.07971,121432.29831,137.31280193,404.85950081,99.68921095,353.55152979,1654.5390499,2048.7045089,0,82358.197665,4134.6497585,1165501.2025,0,30888.206119,493150.63446,35247.205717,251348.43156,248784.13889,0,0,0,0,0,2850565.8816,131987.67391,1936556.0048,706518.34783,20659.675523,27.47826087,916431838.36,41187649235,41188093850
289,23.009505227,22335.154185,0,0,2800,160,8,19200000,19200000,20,174.05086103,25361.844614,25361.844614,174.05086103,97.355226272,169788.28354,91873.653184,15687.505006,384.00280336,5665,588.99158991,5047.484181,56.136563877,5692.6123348,110710.74569,62.890268322,0,0,298.92911494,298.51902283,298.92911494,0,0,363.51181418,43.913496195,342.31197437,2.7557068482,295.90188226,283.68402082,10411.976772,37637.936724,125904.23428,119844.73568,97.528233881,95.908690429,97.825390469,351.98838606,838.71245495,1005.5234281,0,81936.851822,4107.6411694,1165805.3316,0,30944.244293,492255.82259,35172.075691,250696.73849,248082.20505,0,0,0,0,0,2799472.2359,135345.53304,1908737.67,687490.58911,13139.727273,29.005606728,969278170.01,41188093852,41188528455
290,21.537103044,21918.906606,0,0,2800,160,8,19200000,19200000,20,176.27828398,25690.213743,25690.213743,176.27828398,117.08656036,187783.48368,112651.27411,15162.356872,364.52353834,5378.8682612,1034.7615793,5467.0265756,56.263857251,6558.0520121,106145.34093,101.94874715,0,0,612.56757783,612.17881549,612.56757783,0,0,730.16932422,93.727790433,653.30144267,3.4643128322,717.82649962,488.28587699,10041.606682,37269.556948,122199.84928,114765.68983,117.25930144,285.01594533,92.881548975,332.84965831,1304.8826879,1606.6047836,0,78370.764996,3923.2038724,1126052.0175,0,29522.65186,471044.38193,34177.288535,240719.27715,238103.24601,0,0,0,0,0,2752071.7259,130656.07669,1867797.1158,684343.91838,17679.929005,28.075170843,937077254.39,41188528457,41188992772
291,22.923897246,22108.10446,0,0,2800,160,8,19200000,19200000,20,175.26235436,25540.458015,25540.458015,175.26235436,97.249096022,169513.34673,91587.728405,15581.189233,384.64081961,5687.4319004,57.165930092,4125.1281639,58.284049819,4240.5781438,110692.07312,61.951787867,0,0,297.16271595,296.75130575,297.16271595,0,0,356.07472881,42.088388911,340.03254319,2.6500602652,296.72278023,280.04580153,10401.215749,37591.940137,124684.82322,119305.39454,97.421856167,95.07593411,99.148654078,351.72278023,826.73081559,987.33105665,0,82108.540779,4112.1763761,1170379.5882,0,30997.010044,493017.54801,35253.832865,251978.28204,248573.10888,0,0,0,0,0,2809047.8011,135020.0904,1919107.9578,687348.36681,13226.406991,28.715950181,959266350.23,41188992774,41189429000
292,22.464388328,22119.285599,0,0,2800,160,8,19200000,19200000,20,179.06315366,26095.504827,26095.504827,179.06315366,137.04143202,197417.08769,118920.23813,15984.234916,387.3302494,5743.3266291,1036.1971038,5559.3640386,58.03378922,6653.5949316,110762.1066,130.49396621,0,0,823.6689461,823.25703942,823.6689461,0,0,982.98028962,126.78640386,866.61705551,4.0132743363,991.41954948,635.86524537,10577.222848,38198.619871,127275.68021,121149.6971,137.23209976,405.45575221,100.68905873,352.24014481,1658.1838294,2056.3077233,0,82379.455752,4137.6005632,1180869.3616,0,31220.709574,494427.24175,35494.00362,254224.54385,249714.42679,0,0,0,0,0,2872085.5644,134077.61344,1942695.4843,719775.04586,20877.049477,27.406275141,913944776.37,41189429002,41189874151
293,22.876385165,22319.064935,0,0,2800,160,8,19200000,19200000,20,177.40827922,25852.589286,25852.589286,177.40827922,97.514204545,173250.90909,93544.831169,15890.01461,391.23498377,5829.619724,1304.8315747,5810.7881494,58.146915584,7173.7666396,113309.27679,62.05275974,0,0,299.34172078,298.92613636,299.34172078,0,0,357.35105519,42.68262987,342.39529221,2.648538961,300.65625,280.54464286,10522.069805,38512.172078,128008.72484,121872.6944,97.673295455,96.288961039,100.38230519,356.15665584,830.77272727,991.71185065,0,82919.431818,4174.6887175,1201567.7204,0,31332.043831,497548.62865,35818.866883,258076.53409,251983.21753,0,0,0,0,0,2855510.7273,139232.4026,1918969.5657,727159.57427,13400.563312,28.025568182,935372631.35,41189874153,41190311285
294,22.32915406,21883.202552,0,0,2800,160,8,19200000,19200000,20,178.56698565,26022.977273,26022.977273,178.56698565,109.87400319,195665.45455,117769.08453,15583.174242,386.27751196,5720.7791069,103.761563,4353.4457735,58.351275917,4515.5586124,109839.55144,84.078947368,0,0,468.69617225,468.28787879,468.69617225,0,0,559.82336523,70.323365231,510.8791866,3.1327751196,523.34649123,395.45454545,10441.453349,37502.455742,122901.39912,118063.81818,110.02352472,196.46132376,96.825358852,351.06100478,1095.708134,1336.5330941,0,81447.994019,4060.9828549,1174493.5885,0,30753.178628,487332.13915,35173.700558,253741.64434,246595.79266,0,0,0,0,0,2816236.3329,136534.20295,1888378.6112,719764.5925,16331.8437,27.677033493,923314979.34,41190311286,41190759131
295,22.934727765,22115.855578,0,0,2800,160,8,19200000,19200000,20,176.8851927,25777.307911,25777.307911,176.8851927,111.22109533,172265.25598,92620.073022,15770.049493,394.76064909,5852.4827586,490.90223124,4639.9204868,62.838539554,5193.6612576,112104.24422,85.36673428,0,0,476.22596349,475.81054767,476.22596349,0,0,568.59837728,71.451521298,519.31318458,3.1411764706,532.47261663,401.34604462,10476.040162,38002.241379,125807.49493,120909.70183,111.39066937,200.12129817,99.486004057,361.67302231,1112.3991886,1353.8588235,0,82995.141582,4135.6377282,1202478.6093,0,31415.004462,496400.47667,35934.019878,259475.55213,251679.45882,0,0,0,0,0,2834650.4584,135664.56917,1908795.6535,717964.35335,16681.520892,28.397971602,948270869.64,41190759133,41191195153
296,21.998618487,22115.271445,0,0,2800,160,8,19200000,19200000,20,178.05562084,25948.467293,25948.467293,178.05562084,120.61496279,192795.47513,116169.65139,15618.838621,382.53740697,5694.5052879,530.40853897,4950.6490403,60.295730513,5541.3533098,108292.59303,104.87230709,0,0,631.23540932,630.83431257,631.23540932,0,0,753.02624363,96.48413631,672.86643165,3.5440658049,739.72072072,503.41402272,10302.777908,37671.029769,122731.25147,117305.74461,120.77634156,293.83039561,94.245201723,350.91382687,1345.8554642,1655.1374853,0,80578.151978,4053.604387,1167451.0353,0,30710.066588,482369.3255,34915.08774,250850.41911,244387.18684,0,0,0,0,0,2834280.5907,134985.22914,1900223.3431,726442.81003,18111.634939,27.848413631,929249053.79,41191195155,41191649729
297,22.844350021,22125.154976,0,0,2800,160,8,19200000,19200000,20,178.52610114,26017.495514,26017.495514,178.52610114,126.32707993,173299.99347,93967.660685,16098.561582,399.50326264,6038.1574225,1129.1977977,5989.2675367,68.318923328,7186.7842577,113198.11419,108.83360522,0,0,656.27039152,655.85277325,656.27039152,0,0,782.95269168,100.37805873,699.57830343,3.5803425775,770.18474715,523.10970636,10589.711256,38666.145595,129033.00612,122937.927,126.49429038,304.84094617,98.018760196,366.23980424,1399.1276509,1720.9824633,0,83687.111338,4188.9396411,1225935.8825,0,32007.913132,501845.40008,36548.080343,263071.60522,254644.94494,0,0,0,0,0,2884254.1815,137903.91639,1932128.4352,737800.08646,19187.261011,27.695350734,923949150.79,41191649730,41192087475
298,21.965663275,22166.689301,0,0,2800,160,8,19200000,19200000,20,179.73075405,26193.25148,26193.25148,179.73075405,97.313462298,197454.12396,120107.15515,15857.305567,392.02842479,6036.1405448,691.38847217,5152.2574023,62.516383735,5906.1622582,110094.37979,61.463087248,0,0,294.23174102,293.8274773,294.23174102,0,0,353.41373865,41.631662061,336.20015792,2.6273193841,292.47572049,278.70825109,10491.064351,38196.062771,125432.43032,118653.49388,97.481642321,93.148835373,94.41058034,355.99723648,824.84129491,986.211212,0,81308.596921,4358.514015,1195922.6621,0,31673.587841,489068.12357,35587.271615,255479.05251,247863.5377,0,0,0,0,0,2862094.2132,131575.63522,1910676.9246,751217.57718,13621.82195,27.239636794,908172376.56,41192087477,41192542733
299,22.730320657,22078.692831,0,0,2800,160,8,19200000,19200000,20,176.18862635,25675.301161,25675.301161,176.18862635,112.18221866,169914.0793,91588.74169,15637.134561,385.65678815,5639.0748899,1190.4505406,5894.4573488,62.842611133,7147.7505006,110140.69163,85.134961954,0,0,472.35802964,471.94793753,472.35802964,0,0,565.60152183,70.535442531,514.95154185,3.1421706047,525.60392471,400.46215459,10385.207849,37336.839407,126093.85142,120379.7529,112.38245895,196.57509011,96.484581498,347.71005206,1109.3564277,1354.7597117,0,82081.185423,4122.1477773,1164891.9215,0,30800.458951,490963.34561,35024.228674,251585.11334,247538.97277,0,0,0,0,0,2791065.2151,135215.80096,1903549.4245,680442.01882,16493.688827,28.475770925,950961883.85,41192542735,41192982676
300,22.254317894,22141.532651,0,0,2800,160,8,19200000,19200000,20,176.77143981,25760.41188,25760.41188,176.77143981,109.40047207,193364.39339,116288.15106,15539.505901,377.15027537,5566.6467349,198.95318647,5335.5527144,62.874508261,5597.3804091,108199.85681,82.864280094,0,0,456.0920535,455.68922109,456.0920535,0,0,548.65460268,67.727380016,498.10149489,3.0747442958,504.78992919,389.00550747,10346.664831,37397.09166,121512.84068,117123.10425,109.60582219,188.59874115,95.850904799,341.64830842,1075.4327301,1315.3221873,0,80579.446105,4055.3678206,1141915.5291,0,30254.652636,481486.10858,34412.536979,246499.92132,242999.52557,0,0,0,0,0,2796507.7183,133777.46341,1894933.8139,697581.4284,16333.720299,28.237214792,942700254.12,41192982678,41193432029
301,23.078591837,22164.715858,0,0,2800,160,8,19200000,19200000,20,176.64207093,25741.01753,25741.01753,176.64207093,127.66775377,173551.61517,93817.894823,16002.430493,392.09335508,5799.8948227,763.90297595,5343.2515287,68.512841419,6175.6673461,112528.66612,110.12352222,0,0,652.69873624,652.28128822,652.69873624,0,0,789.86465552,100.1895638,696.24337546,3.6127191194,757.20913168,528.59315124,10606.007338,38585.426417,127237.2768,122586.1011,127.83448838,301.00285365,100.21402364,356.30941704,1411.4635141,1746.1585813,0,83607.953526,4222.4423155,1188807.053,0,31304.907053,499560.91276,35834.020383,256748.00978,252267.54668,0,0,0,0,0,2855300.8064,136817.86996,1939551.0106,702361.00122,19294.748471,28.095393396,937777431.13,41193432030,41193865332
302,21.94151708,22094.90411,0,0,2800,160,8,19200000,19200000,20,178.37925636,25995.916634,25995.916634,178.37925636,123.06379648,195011.98278,117239.98434,15531.274755,379.74324853,5631.6849315,699.96868885,5504.4344423,67.058708415,6271.4618395,109686.65519,106.38043053,0,0,635.53189824,635.13111546,635.53189824,0,0,760.77221135,96.431311155,677.81017613,3.6344422701,740.11780822,511.02504892,10383.773386,38050.828571,123420.45284,117833.08258,123.24344423,294.05088063,95.426223092,343.3221135,1365.2829746,1682.6559687,0,80571.823483,4035.3225049,1164782.8763,0,30222.686888,482440.14912,35221.445401,249665.8818,244782.51937,0,0,0,0,0,2815722.1926,128660.30607,1896299.6728,717754.89628,18629.248924,27.506849315,917405643.78,41193865334,41194321091
303,22.572599122,22153.288676,0,0,2800,160,8,19200000,19200000,20,176.64114833,25741.961324,25741.961324,176.64114833,99.034290271,170268.47847,91740.274322,15692.753589,386.96730463,5774.7902711,158.34250399,4852.9597289,68.976874003,5080.2791069,111204.79705,62.592902711,0,0,298.30701754,297.89872408,298.30701754,0,0,359.40151515,41.88277512,341.49162679,2.6160287081,295.45773525,283.92105263,10421.986443,38034.725678,124915.72249,119367.32974,99.184210526,94.160287081,95.913476874,350.62200957,838.46929825,1004.6192185,0,82033.807416,4152.7663477,1178722.701,0,31155.051834,493010.56898,35309.265949,252218.57097,248541.6563,0,0,0,0,0,2834107.9757,133681.41388,1920520.4211,710747.72727,13481.075758,28.003588517,934608248.07,41194321092,41194764107
304,22.130454604,22147.353712,0,0,2800,160,8,19200000,19200000,20,179.38388249,26141.187376,26141.187376,179.38388249,111.69868996,197135.24414,118963.06788,15762.691941,385.64589123,5762.674871,199.48471616,5084.4057166,72.633584756,5356.5240175,110432.95355,84.76419214,0,0,469.72449385,469.31798333,469.72449385,0,0,563.03374355,70.049622866,512.52878126,3.0647082175,521.94759825,399.38308853,10541.184597,37642.052799,123394.43787,118853.37555,111.89479952,195.47955538,96.409686383,348.31877729,1107.9106788,1349.7923779,0,81260.649067,4243.6661374,1170972.164,0,30948.077412,488123.8027,35151.210401,250925.29734,246649.02977,0,0,0,0,0,2845053.3347,133719.5522,1906656.0476,733332.83208,16656.333863,27.485510123,916684859.14,41194764109,41195215975
305,22.579428786,22005.018356,0,0,2800,160,8,19200000,19200000,20,176.72865124,25755.086193,25755.086193,176.72865124,98.823623304,170585.9984,92352.357542,15731.02913,387.89944134,5779.207901,726.19872306,5664.764166,69.542697526,6460.5055866,110729.79808,62.533918595,0,0,297.54309657,297.13447725,297.54309657,0,0,359.04189944,41.775339186,340.37869114,2.6372705507,293.92498005,283.74700718,10453.693136,37779.696728,126722.03232,120136.86911,99.00518755,93.80207502,97.316839585,351.87669593,837.39704709,1006.2086991,0,82070.181564,4141.7657622,1179196.8567,0,31310.994812,493986.95451,35371.603352,252864.64485,248859.32083,0,0,0,0,0,2820765.3631,134549.23623,1918277.255,699498.28492,13267.799681,28.100558659,937977829.21,41195215976,41195658857
306,21.97415839,22220.051462,0,0,2800,160,8,19200000,19200000,20,177.41988304,25855.074074,25855.074074,177.41988304,109.30487329,193056.23704,116592.1809,15527.569591,380.94035088,5663.3243665,186.61910331,4475.6779727,72.109161793,4734.4062378,108523.12943,83.589083821,0,0,462.80662768,462.40740741,462.80662768,0,0,554.1079922,69.117348928,504.50448343,3.1450292398,513.60701754,393.217154,10323.699025,37716.591033,122795.34854,116799.51384,109.4877193,193.03664717,94.567641326,343.73216374,1090.3980507,1329.1805068,0,80340.279142,4072.1005848,1157465.5146,0,30670.34347,483073.20897,34680.536842,247944.96686,243751.80624,0,0,0,0,0,2826583.9634,132300.38986,1908705.9688,714887.12476,16506.232359,28.09122807,937652762.5,41195658859,41196113939
