sw.intercept.QueryHW.data.Triggers.FrameNumber,FrameRate,Mean(HWContext),Mean(GPUBusyTicksDelta),Mean(SliceFreq),Mean(UnsliceFreq),Mean(hw.gpu.eu_count),Mean(hw.gpu.eu_threads),Mean(hw.gpu.info.timestamp_freq),Mean(hw.gpu.symbols.GpuTimestampFrequency),Mean(hw.gpu.symbols.XeCoreTotalCount),Mean(GPUTimeDelta),Mean(GPUTicksDelta),Mean(hw.raw.BMG_AMX_20_WW30.cycle_count),Mean(hw.raw.BMG_AMX_20_WW30.GPU_TIME),Mean(hw.md.BMG_AMX_20_WW30.CLIPPER_PRIMITIVE_OUTPUT),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_READ),Mean(hw.raw.BMG_AMX_20_WW30.GPU_MEMORY_BYTE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.L3_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RASTERIZER_TRANSACTION_OUTPUT),Mean(hw.md.BMG_AMX_20_WW30.RENDER_CACHE_WRITE),Mean(hw.md.BMG_AMX_20_WW30.RT_INSTANCE_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_INTERNAL_NODE_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_QUAD_TEST_RAY_COUNT),Mean(hw.md.BMG_AMX_20_WW30.RT_TRAVERSAL_STEP_RAY_COUNT),Mean(hw.raw.BMG_AMX_20_WW30.SAMPLER_ACTIVE_CYCLES),Mean(hw.md.BMG_AMX_20_WW30.std.dispatch.tdg_tdc.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ds.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.gs_ms_sol.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.hs_task_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.sol_cl.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.te_ted.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.ted_te.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vf_vs.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vfg_vf.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.geom.vs.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.evict.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.l3.bank_node.data.rd_return.active.cycles),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.rd),Mean(hw.md.BMG_AMX_20_WW30.std.lsc.wr),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_accept.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.raster.cl.trivial_reject.primitive),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.hit),Mean(hw.md.BMG_AMX_20_WW30.std.z.rcz.cache.miss),Mean(hw.md.BMG_AMX_20_WW30.URB_READ),Mean(hw.md.BMG_AMX_20_WW30.URB_WRITE),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_ALU2_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_CONTROL_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_FP64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT32),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_INT64),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_MATH),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_SEND_ALL),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_BF16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_FP16),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT2),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT4),Mean(hw.md.BMG_AMX_20_WW30.XVE_INST_EXECUTED_XMX_INT8),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ALL_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_ASYNC_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_CS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_PS_CYCLES),Mean(hw.raw.BMG_AMX_20_WW30.XVE_THREADS_OCCUPANCY_VS_CYCLES),Mean(ReportReason),Mean(Context),Min(GPUTimestamp),Max(GPUTimestamp)
2180,14.227240328,22036.596249,0,0,2800,160,8,19200000,19200000,20,173.46470879,25282.82231,25282.82231,173.46470879,281.82576505,263795.74334,120675.38006,13392.164363,893.22581441,2900.4550839,1047.791461,10988.317127,1221.7662883,13257.874877,86204.795903,333.517769,0,0,980.35834156,978.82379072,980.35834156,0,0,1765.3867226,35.205577493,999.11031589,5.2181638697,242.56564659,1688.7894867,8090.4706318,39712.741609,126420.23544,99064.836377,282.07329714,362.14980257,74.019743337,251.18114511,4763.3178677,6405.5955084,0,86794.947187,4870.3173741,969389.05726,0,42071.308736,530619.12488,25380.041955,204262.36229,214638.5311,0,0,0,0,0,2636526.3677,84333.917572,1817484.2641,527337.85143,80408.648322,28.613030602,956117820.84,42336750879,42337453756
2181,14.328720918,22050.274957,0,0,2800,160,8,19200000,19200000,20,172.87614565,25196.603418,25196.603418,172.87614565,277.23705722,252479.73049,110202.76839,13428.956403,912.11989101,2915.7089423,1028.0054496,11079.472876,1220.4971514,13327.975477,85815.298489,335.93485261,0,0,987.67946495,986.13772603,987.67946495,0,0,1778.9868714,35.679217241,1006.5915284,5.2378003468,244.47485757,1701.467674,8044.5452068,39717.644043,127337.42655,100711.77409,278.11468913,371.60217984,75.90710924,251.46222442,4787.4983899,6453.7475848,0,87530.951201,4912.0289819,968794.75898,0,43420.301709,538243.54446,25454.247213,204546.45925,216255.20287,0,0,0,0,0,2626116.7057,84875.867971,1815027.4706,514214.79638,82515.972009,28.63760218,956969791.08,42337453758,42338151657
2182,14.298603455,22047.968442,0,0,2800,160,8,19200000,19200000,20,172.42874753,25131.716223,25131.716223,172.42874753,278.96696252,262173.34911,119848.58383,13413.740385,867.35996055,2876.4294872,1043.4884122,10994.75,1216.6627219,13254.901134,85599.80646,330.9933432,0,0,976.19452663,974.66000986,976.19452663,0,0,1753.8054734,36.519477318,994.82766272,5.2357001972,247.92628205,1674.9531558,8034.0056706,39768.204389,125927.05991,98280.001972,279.40285996,362.1836785,73.33974359,248.77095661,4709.7606016,6355.3819034,0,86403.863659,4862.9201183,959767.48964,0,41255.736686,525857.87944,25278.236933,202628.66864,212877.63511,0,0,0,0,0,2620555.2372,83175.482988,1813591.4842,514730.40237,79443.7214,28.818786982,963239593.61,42338151659,42338851028
2183,14.351773449,22057.367607,0,0,2800,160,8,19200000,19200000,20,173.89069129,25344.860494,25344.860494,173.89069129,284.70027452,254975.87222,110774.33691,13485.219117,944.59720489,2889.5061143,1029.6511106,10894.806838,1213.9306214,13138.38857,86244.527577,354.07486898,0,0,1036.3728475,1034.8195658,1036.3728475,0,0,1875.6296481,35.605440479,1056.4225106,5.3760918393,244.86249064,1798.104567,8131.9665585,39564.753931,128468.29473,101977.81133,285.21761917,396.48190666,73.114299975,251.449713,5041.1824307,6842.4856501,0,88300.878712,4949.0988271,973836.49064,0,44065.061642,545081.44198,25520.929623,205482.41378,218404.02695,0,0,0,0,0,2641459.554,84632.241328,1828408.5727,514300.40404,85456.889693,28.530072373,953255937.67,42338851030,42339547808
2184,14.009487225,22096.72638,0,0,2800,160,8,19200000,19200000,20,175.16638037,25531.255951,25531.255951,175.16638037,275.41595092,264686.15853,120492.3838,13462.66135,923.33546012,2838.3276074,987.12760736,10742.147975,1241.7855215,12971.061104,85017.739141,341.13349693,0,0,998.04662577,996.5207362,998.04662577,0,0,1805.3833129,34.346503067,1017.3092025,5.1955828221,236.66503067,1730.5339877,8174.5180368,39324.985031,126818.75828,101681.17178,275.61472393,380.50650307,71.603190184,246.82748466,4843.837546,6582.0117791,0,87529.385276,4885.2834356,961440.94258,0,44662.731534,544889.88245,25255.333252,203091.06945,217191.65497,0,0,0,0,0,2647760.8768,84773.82454,1809614.3848,539337.75877,83147.01546,27.900613497,931455373.04,42339547809,42340261611
2185,14.124094292,21981.04797,0,0,2800,160,8,19200000,19200000,20,174.17269373,25384.535793,25384.535793,174.17269373,283.4400984,256504.94662,110631.23444,13410.529397,949.18942189,2859.9293973,1052.5581796,11118.460025,1295.1434194,13466.161624,85709.637638,357.67601476,0,0,1043.0686347,1041.5389914,1043.0686347,0,0,1895.1849938,36.591881919,1063.299385,5.4359163592,240.58942189,1815.5330873,8190.8947109,39462.223124,128195.22632,102747.28069,284.18277983,402.12398524,72.601476015,247.44747847,5062.9539975,6927.00369,0,87643.904059,4868.8314883,970859.44822,0,44872.690529,548969.81599,25306.110947,204072.59336,218542.23887,0,0,0,0,0,2649676.9427,82841.474785,1802166.1722,546215.38229,88709.516113,28.230258303,942855503.47,42340261613,42340969623
2186,14.326462839,22006.207134,0,0,2800,160,8,19200000,19200000,20,171.71242312,25026.745141,25026.745141,171.71242312,276.09077491,258843.77269,119340.52448,13417.922509,847.82706027,2822.6595326,1052.5640836,11079.979582,1231.0912669,13363.634932,85324.554736,319.40885609,0,0,941.34612546,939.81353014,941.34612546,0,0,1689.0575646,34.945141451,959.30873309,5.1601476015,240.36457565,1612.9298893,8008.39508,39260.464453,125332.26076,97247.35326,276.53825338,341.86494465,74.89495695,246.83862239,4568.3070111,6112.5382534,0,85342.190406,4796.4868389,952090.93063,0,39885.36925,518866.52423,25385.257811,201167.508,211409.34883,0,0,0,0,0,2594654.6667,83416.315621,1816886.9993,489824.97196,77045.708241,28.989667897,969155149.76,42340969625,42341667634
2187,14.652250806,21951.790164,0,0,2800,160,8,19200000,19200000,20,172.12887768,25087.170492,25087.170492,172.12887768,290.04691047,254226.46557,110943.16873,13573.96116,861.50769231,2895.1470366,1008.9785624,11048.83203,1291.6925599,13349.503153,86954.752081,335.97301387,0,0,1055.3535939,1053.7838588,1055.3535939,0,0,1830.274401,52.298108449,1073.4564943,5.4602774275,382.19293821,1698.4005044,8096.5820933,39395.806053,127733.19899,99345.752333,290.25725095,403.67944515,79.26557377,253.94401009,4779.2078184,6365.6194199,0,87262.02169,4922.652459,968577.52308,0,40698.174023,530433.23001,25656.775536,204799.35939,215461.29281,0,0,0,0,0,2611943.8265,83989.291803,1823606.1438,491548.83657,80012.61488,28.964691047,968302786.35,42341667636,42342350125
2188,14.267777651,22060.400396,0,0,2800,160,8,19200000,19200000,20,173.65733399,25310.946482,25310.946482,173.65733399,282.10976214,260967.57978,120785.44301,13519.199455,927.01684836,2847.4167493,1026.3669475,10800.540882,1241.5981169,13068.505946,85527.288404,345.7814668,0,0,1010.1365213,1008.5944004,1010.1365213,0,0,1829.5322101,34.416501487,1029.7217542,5.2775024777,236.89742319,1753.9920714,8127.5532706,38850.224727,127005.77998,101248.26511,282.5265114,381.71184341,74.844648167,249.33845391,4924.4122894,6672.7182854,0,86846.968038,4882.759663,959593.30377,0,43615.584737,539358.54955,25202.259911,202599.11695,215857.22993,0,0,0,0,0,2640854.5087,83897.41997,1826043.9465,518468.64371,83608.599604,28.394697721,948558828.94,42342350126,42343051006
2189,14.448549438,22068.8335,0,0,2800,160,8,19200000,19200000,20,172.51046859,25143.428963,25143.428963,172.51046859,280.11989033,253031.94417,110511.47358,13620.050349,914.02666999,2873.2285643,1086.1243769,11477.375872,1249.8928215,13813.393071,85935.844965,341.4279661,0,0,1002.4940179,1000.9441675,1002.4940179,0,0,1807.8858425,35.449152542,1021.7562313,5.25,244.66924227,1730.9945165,8101.3285145,39624.848704,128630.85219,102138.03315,280.35792622,378.62711864,75.513210369,251.23654038,4860.0191924,6576.2395314,0,87622.254736,4931.8399801,966042.86441,0,43931.56655,543645.14855,25421.28016,204032.82253,217475.67024,0,0,0,0,0,2640959.9172,82463.510718,1836504.6152,507681.58001,82019.697159,28.542871386,953689379.64,42343051007,42343743118
2190,13.878730429,22028.462914,0,0,2800,160,8,19200000,19200000,20,174.08287026,25372.483692,25372.483692,174.08287026,276.19183378,259352.43102,118869.5395,13271.811307,923.23508094,2795.7207055,1011.2382218,10973.357091,1239.3769026,13223.972216,83472.34936,349.81589756,0,0,1020.6042522,1019.101957,1020.6042522,0,0,1852.4302972,34.067407586,1040.453008,5.3230248852,233.49625513,1778.171539,8037.7709592,38480.563663,125723.00145,100270.16091,276.93065958,394.55061609,74.512925827,244.08214545,4962.9615849,6749.4621889,0,85522.355158,4795.7842474,944924.66079,0,43923.603527,536045.89514,24712.537569,198729.05919,213486.43755,0,0,0,0,0,2606665.1901,83401.856245,1796651.3211,512443.1812,83797.676734,28.595796086,955526380.91,42343743120,42344463647
2191,14.774278572,22074.808188,0,0,2800,160,8,19200000,19200000,20,171.05205964,24930.130402,24930.130402,171.05205964,282.59211524,253818.46854,110806.91837,13549.721001,871.27167046,2925.1956027,1061.2784938,11266.995957,1254.801112,13583.075562,86527.593126,327.61789234,0,0,964.89537528,963.32095021,964.89537528,0,0,1733.5223654,35.542330048,983.27015416,5.2009097801,243.96739955,1656.1978772,8133.8301744,39506.368966,127726.29214,100038.62219,282.94187516,350.9924185,76.657821582,254.42683851,4684.3181703,6273.8587314,0,87161.093505,4907.7429871,971514.93076,0,41139.006065,531582.14531,25538.334091,205788,215619.59944,0,0,0,0,0,2609393.6303,85302.364417,1823627.9674,491262.89411,79122.993682,29.196360879,976324113.11,42344463648,42345140500
2192,14.457845261,22057.670683,0,0,2800,160,8,19200000,19200000,20,173.61144578,25304.863705,25304.863705,173.61144578,278.37826305,263132.14458,121099.05221,13682.063002,870.74472892,2906.9884538,1035.622741,11143.459588,1274.6014056,13453.683735,85914.478414,327.33509036,0,0,963.44252008,961.88027108,963.44252008,0,0,1732.499247,34.932730924,981.82279116,5.1623995984,241.3878012,1656.1664157,8161.3699799,39780.659137,127702.68424,99540.856677,279.05973896,354.33408635,75.49246988,252.71586345,4669.7354418,6275.2166165,0,86869.211596,4912.8943273,966359.06601,0,41058.752259,530021.91516,25528.897088,204353.37249,214655.125,0,0,0,0,0,2638963.7164,85314.025351,1843721.3042,498712.64056,78864.651857,28.72063253,959861408.31,42345140502,42345832168
2193,14.402975079,22091.403403,0,0,2800,160,8,19200000,19200000,20,173.74924925,25324.202452,25324.202452,173.74924925,277.96871872,256039.59159,111211.11512,13597.347848,922.76726727,2903.1671672,1119.1896897,11754.374374,1288.9114114,14162.475475,85858.49049,340.12612613,0,0,997.4974975,995.93993994,997.4974975,0,0,1800.6864364,34.772272272,1016.6654154,5.2372372372,241.33558559,1724.3130631,8206.2014515,39740.328829,128786.48999,102166.87112,278.22247247,377.44119119,76.792292292,252.23223223,4849.8163163,6551.1298799,0,87698.003754,4932.2297297,970557.50551,0,43712.612112,544359.24925,25532.870621,204973.83984,218001.51376,0,0,0,0,0,2642821.9364,85764.72973,1824582.5591,513779.3008,84532.003003,28.274774775,944415412,42345832169,42346526470
2194,14.529962963,22034.541906,0,0,2800,160,8,19200000,19200000,20,172.18789092,25096.05379,25096.05379,172.18789092,272.02702027,262949.14786,120723.82287,13557.736552,853.11608707,2908.9021766,1069.8343758,11248.873155,1267.6109582,13586.318489,86568.707781,313.89717288,0,0,927.68351263,926.12784588,927.68351263,0,0,1660.1628722,34.969977483,945.2409307,5.112834626,242.46609957,1583.4831123,8119.854641,39889.009007,126648.70053,98569.44008,272.29096823,336.8158619,75.865148862,252.10607956,4501.389292,5988.457343,0,86663.136102,4897.8261196,964173.50513,0,40742.777833,526425.10258,25516.015011,203735.88892,213876.7273,0,0,0,0,0,2630706.1236,85378.049787,1827580.7648,508624.44934,76620.991494,28.819614711,963277080.48,42346526472,42347214705
2195,14.313994649,22045.281669,0,0,2800,160,8,19200000,19200000,20,173.52657725,25291.224789,25291.224789,173.52657725,279.2722305,256030.20368,110951.83706,13458.857427,917.15300546,2912.0628415,1077.8874814,11292.588674,1246.3345753,13616.81073,85961.725782,339.27347243,0,0,993.59662196,992.05216095,993.59662196,0,0,1795.695231,34.89692002,1012.739692,5.2610531545,238.45702931,1719.2881272,8121.6390959,39734.636364,127928.25509,101196.7007,279.50422255,373.50124193,76.894436165,251.53800298,4837.6323895,6526.4960258,0,87867.446349,4913.5881769,971831.94685,0,43838.155986,541314.17635,25506.649031,205017.94536,217200.05067,0,0,0,0,0,2637505.9858,84329.846498,1823559.1307,515957.94933,83275.886239,28.540983607,953629382.2,42347214706,42347913323
2196,14.002719328,21974.256136,0,0,2800,160,8,19200000,19200000,20,173.54750911,25294.449089,25294.449089,173.54750911,276.78226002,263568.01944,119918.98518,13353.432807,924.89113001,2861.8017011,1034.0140948,10987.886513,1272.8996355,13294.800243,84876.137546,345.3309842,0,0,1009.2658566,1007.7533414,1009.2658566,0,0,1828.5132442,34.484082625,1028.8342649,5.2366950182,236.31834751,1753.1219927,8122.7470231,39368.764034,126265.11908,101270.72467,277.28140948,386.55261239,74.973511543,246.15309842,4902.6269745,6665.4826245,0,86765.549453,4845.3613609,959980.92515,0,44716.317375,541342.19563,25115.865371,202026.31446,216002.83961,0,0,0,0,0,2652823.2741,83889.682625,1807417.7582,549678.61507,83008.886513,28.129040097,939359273.57,42347913324,42348627471
2197,14.53463021,21969.375783,0,0,2800,160,8,19200000,19200000,20,172.4775633,25138.101529,25138.101529,172.4775633,279.3073452,256040.43119,111052.72299,13608.896465,873.72750063,2952.1852595,1082.4991226,11385.34921,1284.2870394,13752.135372,87189.46528,326.9267987,0,0,963.13737779,961.57708699,963.13737779,0,0,1731.9561294,36.555277012,981.46778641,5.1942842818,244.65831035,1652.0757082,8098.7229882,40175.758586,128536.29832,99950.55628,279.55728253,353.13136124,77.077713713,254.45324643,4667.6660817,6258.863625,0,87971.502131,4951.143645,978520.27952,0,41866.900727,534299.74731,25905.622712,206821.55127,216842.47506,0,0,0,0,0,2638331.9519,85299.084733,1830264.7832,510184.23164,79549.387315,28.685886187,958637159.31,42348627472,42349315484
2198,12.413323965,21586.00581,0,0,2800,160,8,19200000,19200000,20,180.0196648,26240.484469,26240.484469,180.0196648,251.16715084,242093.16469,110154.65475,12258.897654,828.62212291,2638.2893855,966.28111732,10135.63933,1104.7848045,12206.705251,78790.42257,304.28089385,0,0,892.36536313,890.97452514,892.36536313,0,0,1610.7269274,31.501899441,909.51418994,4.7139664804,216.63374302,1541.6344134,7412.6998883,36476.461676,116062.49453,91403.374078,251.96871508,335.09519553,67.665251397,226.37519553,4341.6375419,5851.7059218,0,79269.172961,4408.0420112,888248.58078,0,39567.652067,489226.59911,23490.173855,186547.86235,197636.04804,0,0,0,0,0,2798449.1745,75475.986816,2041560.3088,490155.13564,74296.051844,25.749497207,856965192.58,42349315486,42350121072
2199,14.610142946,21934.08516,0,0,2800,160,8,19200000,19200000,20,172.45074326,25133.976316,25133.976316,172.45074326,281.98185941,255562.75535,111107.48299,13560.427816,869.26656589,2961.8478206,1019.7984379,11026.81028,1257.0599647,13303.668682,87544.18972,330.05492567,0,0,977.7702192,976.20357773,977.7702192,0,0,1749.6041824,37.17989418,996.28848576,5.2202066012,256.70571932,1669.2836987,8104.4779541,40186.101033,127879.83648,99569.777274,282.45527841,360.20912069,74.909800957,254.49483497,4712.0030234,6320.9380197,0,87905.333081,4929.2474175,978295.58503,0,41383.628118,532247.39884,25780.37415,206793.51978,216403.14311,0,0,0,0,0,2632842.1338,83906.737465,1827664.6473,511831.1295,79364.250693,28.841269841,964029563.44,42350121073,42350805529
2200,14.351711657,22055.558992,0,0,2800,160,8,19200000,19200000,20,173.80468945,25330.010726,25330.010726,173.80468945,281.136443,265161.14742,121773.49763,13570.314542,903.28136692,2911.089798,1045.4549763,11062.223248,1211.7415814,13319.419805,86284.474433,340.91144924,0,0,1002.0399102,1000.4889,1002.0399102,0,0,1806.1693689,35.721376902,1021.2479421,5.2409578448,246.4305313,1728.3664255,8177.8034423,39632.13794,127820.84235,100565.43602,281.64629583,377.321776,74.437016712,252.05737092,4864.1197306,6562.4839112,0,87822.016463,4915.9842854,971088.40883,0,42814.238713,537766.30207,25561.13794,205518.06835,216697.27962,0,0,0,0,0,2656799.6381,83275.623347,1840977.6004,519339.97082,83037.47119,28.390621103,948427262.94,42350805531,42351502312
2201,14.400403211,22199.904382,0,0,2800,160,8,19200000,19200000,20,172.91484064,25201.472112,25201.472112,172.91484064,274.8625498,253909.0996,110092.81275,13475.188247,883.84487052,2903.0405876,1106.5126992,11303.019671,1314.0318725,13723.564243,86083.109562,330.29332669,0,0,973.88969124,972.33989044,973.88969124,0,0,1749.1023406,35.726095618,992.44795817,5.2056772908,246.87425299,1671.4419821,8049.8906873,39937.255229,127518.3999,99751.639442,275.12425299,364.7689243,73.893924303,251.33192231,4700.6603586,6333.4718625,0,87525.806524,4908.0047311,967368.05578,0,42166.781375,533832.24203,25571.729333,205149.12052,215494.48904,0,0,0,0,0,2622039.5598,84021.034363,1818324.322,504974.2124,82895.844373,28.640936255,957093801.32,42351502313,42352196738
2202,13.959754029,21960.275727,0,0,2800,160,8,19200000,19200000,20,175.10315326,25521.475923,25521.475923,175.10315326,279.05304327,263365.80396,120557.22708,13476.375703,953.61574187,2867.2358836,1050.0718651,11075.776827,1268.7565387,13394.605231,85106.85187,354.69787338,0,0,1040.1767294,1038.655341,1040.1767294,0,0,1880.5519433,36.051576632,1060.2510389,5.3163040821,248.14397458,1802.9657785,8101.8046932,39480.144219,128664.42239,102121.30677,279.78489367,404.83940357,71.327792716,246.42263505,5030.7993156,6870.8455145,0,87581.522611,4887.4016133,966416.58519,0,45677.028599,547698.43535,25328.036421,203197.51161,217736.85114,0,0,0,0,0,2655530.0528,80537.039599,1824755.8599,531820.80934,87002.044977,28.087998044,937946292.16,42352196740,42352913085
2203,14.464265309,22038.682329,0,0,2800,160,8,19200000,19200000,20,172.79705074,25185.268933,25185.268933,172.79705074,278.08797801,253726.96826,110010.12947,13614.671582,884.32916771,2932.6210947,1095.2659335,11165.452387,1226.8857786,13487.604099,86342.813797,330.85503624,0,0,978.62684329,977.07123219,978.62684329,0,0,1753.2614346,36.824793802,997.16570857,5.1972006998,254.17070732,1673.7383154,8056.0812297,40016.136216,128140.40715,100272.66258,278.53261685,364.74181455,73.668332917,252.03349163,4718.8717821,6345.2831792,0,87669.566858,4895.368158,973091.89653,0,42558.994501,535315.76881,25622.829043,205866.44639,216078.8143,0,0,0,0,0,2637898.6733,86176.184454,1836522.4734,504039.51962,80057.272932,28.650087478,957406564.69,42352913087,42353604446
2204,14.19476639,22030.626762,0,0,2800,160,8,19200000,19200000,20,174.24857779,25396.529805,25396.529805,174.24857779,282.45609696,261799.41628,120364.07024,13514.236705,927.82785061,2852.9656196,1035.2483304,10906.535493,1258.7610685,13200.544892,85656.561712,347.45708632,0,0,1022.2394262,1020.7014593,1022.2394262,0,0,1841.7328716,36.140489735,1041.8533267,5.3064556023,251.38164729,1763.6500124,8118.6725204,39310.637645,127328.96364,101197.32575,282.69923324,389.41207024,71.782587188,247.65965867,4947.702696,6707.2080139,0,87001.542419,4887.7786297,961806.15187,0,43939.830819,540510.80831,25272.655207,203112.52733,216090.64507,0,0,0,0,0,2647008.9725,82806.17957,1831166.1496,518956.72026,84237.163987,28.549839228,953937073.29,42353604448,42354308933
2205,14.345103012,22047.031266,0,0,2800,160,8,19200000,19200000,20,172.97841191,25212.266749,25212.266749,172.97841191,276.9483871,252812.64119,109931.35484,13544.506203,871.46848635,2867.125062,1056.153598,11323.791067,1248.9382134,13628.882878,86305.763772,330.57394541,0,0,977.36526055,975.82233251,977.36526055,0,0,1751.7890819,36.566004963,995.9325062,5.1848635236,252.57444169,1672.9238213,8036.4883375,39948.58139,127563.09007,99341.650372,277.39702233,365.07593052,73.591811414,248.62183623,4715.9367246,6343.2456576,0,86698.309181,4902.4771712,962121.63871,0,41587.832754,530956.30471,25454.223821,203078.04566,214689.31811,0,0,0,0,0,2626625.1804,84760.758561,1825538.6988,502839.53623,80763.692804,28.748138958,960800867.18,42354308934,42355006036
2206,14.328761981,22047.141153,0,0,2800,160,8,19200000,19200000,20,173.43414513,25277.730616,25277.730616,173.43414513,276.82579523,262139.54672,120302.2505,13586.025845,864.22514911,2907.3312624,1048.570825,11079.24826,1251.4878231,13379.306909,86357.446322,324.05044732,0,0,959.75298211,958.20626243,959.75298211,0,0,1716.5944334,36.36083499,977.89662028,5.1404075547,252.11829026,1638.262674,8089.6824056,39919.922465,126644.75373,98837.169235,277.05989066,353.49353877,74.352882704,249.33946322,4631.1647614,6206.2154573,0,86282.097167,4870.7040258,961555.56287,0,41286.703777,527533.32008,25397.332256,202897.65606,213687.28082,0,0,0,0,0,2642202.1399,83388.656561,1836092.3121,514226.67942,78238.42172,28.632952286,956815658.15,42355006038,42355703935
2207,14.513261493,22067.663232,0,0,2800,160,8,19200000,19200000,20,173.16587082,25237.634582,25237.634582,173.16587082,281.90273938,255053.78437,110917.61347,13656.644383,883.87509424,2907.5890927,1109.7680322,11385.956019,1266.9972355,13762.721287,86814.976627,334.78034682,0,0,989.45815532,987.8939432,989.45815532,0,0,1774.597135,37.003769791,1008.2689118,5.2412666499,254.47197788,1694.9791405,8145.1651169,39863.603418,128352.59563,100580.89872,282.32646394,368.10882131,76.08318673,252.38904247,4778.8881629,6428.7333501,0,87368.347826,4934.3387786,969831.96079,0,41881.544358,535124.96657,25647.542096,205119.65217,216374.02362,0,0,0,0,0,2626782.6524,84401.887912,1829900.5986,497578.43126,81861.828098,28.692133702,958870889.02,42355703937,42356392962
2208,14.147473261,21991.191364,0,0,2800,160,8,19200000,19200000,20,173.41535819,25275.07213,25275.07213,173.41535819,285.29931305,261067.80765,119404.40432,13501.663641,863.55348381,2862.781894,1079.0816977,11231.096418,1261.3020118,13571.480128,84828.999509,341.13027478,0,0,1074.8243376,1073.2944063,1074.8243376,0,0,1861.2634936,53.850834151,1093.1800785,5.4649165849,391.64744848,1728.1638862,8029.3243376,39731.864328,126300.36187,98459.102306,285.68253189,421.49386654,75.219087341,246.78312071,4840.8012758,6497.764475,0,85734.491413,4867.5279686,950221.63224,0,41278.973258,525151.55496,25210.110402,200612.92738,212367.14279,0,0,0,0,0,2616064.9038,81523.399657,1822912.7257,499245.49681,80686.399657,28.574092247,954779099.15,42356392963,42357099803
